prevspecidx,whale,coart,prevcodanum,codanum,prevclicknum,clicknum,prevaudidx,audidx,prevhandvcat,handvcat,handvsubtype,prevtagondt,tagondt,prevcodadt,codadt,prevcodaenddt,codaenddt,pairt1,midt,pairt2,deltasec,specidx,prevspecpk,specpk,prevpkidx,pkidx,prevpkfq,pkfq,prevf1pk,f1pk,f2pk,prevf2pk,prevnumpks,numpks
824,JOCASTA,aa,8644,8645,5,1,4088,4089,a,a,,2016-12-05 00:00:00,2016-12-05 00:00:00,2016-12-05 05:37:28.390900000,2016-12-05 05:37:32.930900000,2016-12-05 05:37:28.704033300,2016-12-05 05:37:33.238725000,12.36,12.375,12.39,4.2268667,825,7265.625,6796.875,[31],[29 36],[7265.625],[6796.875 8437.5  ],7265.625,6796.875,8437.5,,1,2
826,JOCASTA,aa,8645,8646,5,1,4093,4094,a,a,,2016-12-05 00:00:00,2016-12-05 00:00:00,2016-12-05 05:37:32.930900000,2016-12-05 05:37:37.090500000,2016-12-05 05:37:33.238725000,2016-12-05 05:37:37.394858300,12.39,12.405,12.42,3.851775,827,6562.5,7500.0,[28],[20 32],[6562.5],[4687.5 7500. ],6562.5,4687.5,7500.0,,1,2
828,JOCASTA,aa,8646,8647,5,1,4098,4099,a,a,,2016-12-05 00:00:00,2016-12-05 00:00:00,2016-12-05 05:37:37.090500000,2016-12-05 05:37:41.743500000,2016-12-05 05:37:37.394858300,2016-12-05 05:37:42.059841700,12.42,12.435,12.45,4.3486417,829,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
830,JOCASTA,aa,8647,8648,5,1,4103,4104,a,a,,2016-12-05 00:00:00,2016-12-05 00:00:00,2016-12-05 05:37:41.743500000,2016-12-05 05:37:46.322900000,2016-12-05 05:37:42.059841700,2016-12-05 05:37:46.641033400,12.45,12.465,12.48,4.2630583,831,5859.375,7500.0,[25],[22 32],[5859.375],[5156.25 7500.  ],5859.375,5156.25,7500.0,,1,2
832,JOCASTA,aa,8648,8649,5,1,4108,4109,a,a,,2016-12-05 00:00:00,2016-12-05 00:00:00,2016-12-05 05:37:46.322900000,2016-12-05 05:37:50.697300000,2016-12-05 05:37:46.641033400,2016-12-05 05:37:51.025858300,12.48,12.495,12.51,4.0562666,833,6562.5,6796.875,[28],[21 29],[6562.5],[4921.875 6796.875],6562.5,4921.875,6796.875,,1,2
834,JOCASTA,aa,8649,8650,5,1,4113,4114,a,a,,2016-12-05 00:00:00,2016-12-05 00:00:00,2016-12-05 05:37:50.697300000,2016-12-05 05:37:55.016700000,2016-12-05 05:37:51.025858300,2016-12-05 05:37:55.335841600,12.51,12.525,12.54,3.9908417,835,6093.75,6796.875,[26],[29],[6093.75],[6796.875],6093.75,6796.875,,,1,1
836,JOCASTA,aa,8650,8651,5,1,4118,4119,a,a,,2016-12-05 00:00:00,2016-12-05 00:00:00,2016-12-05 05:37:55.016700000,2016-12-05 05:38:04.031399999,2016-12-05 05:37:55.335841600,2016-12-05 05:38:04.340233299,12.54,12.555,12.57,8.695558399,837,6562.5,7265.625,[28],[17 31],[6562.5],[3984.375 7265.625],6562.5,3984.375,7265.625,,1,2
838,JOCASTA,aa,8651,8652,5,1,4123,4124,a,a,,2016-12-05 00:00:00,2016-12-05 00:00:00,2016-12-05 05:38:04.031399999,2016-12-05 05:38:07.944400000,2016-12-05 05:38:04.340233299,2016-12-05 05:38:08.270731800,12.57,12.585,12.6,3.604166701,839,6796.875,6796.875,[29],[29],[6796.875],[6796.875],6796.875,6796.875,,,1,1
840,JOCASTA,aa,8652,8653,5,1,4128,4129,a,a,,2016-12-05 00:00:00,2016-12-05 00:00:00,2016-12-05 05:38:07.944400000,2016-12-05 05:38:11.944700000,2016-12-05 05:38:08.270731800,2016-12-05 05:38:12.278800000,12.6,12.615,12.63,3.6739682,841,6562.5,6796.875,[28],[29],[6562.5],[6796.875],6562.5,6796.875,,,1,1
842,JOCASTA,aa,8653,8654,5,1,4133,4134,a,a,,2016-12-05 00:00:00,2016-12-05 00:00:00,2016-12-05 05:38:11.944700000,2016-12-05 05:38:16.323400000,2016-12-05 05:38:12.278800000,2016-12-05 05:38:16.649483400,12.63,12.645,12.66,4.0446,843,6562.5,7031.25,[28],[30],[6562.5],[7031.25],6562.5,7031.25,,,1,1
844,JOCASTA,aa,8654,8667,5,1,4138,4139,a,a,,2016-12-05 00:00:00,2016-12-05 00:00:00,2016-12-05 05:38:16.323400000,2016-12-05 05:38:27.796200000,2016-12-05 05:38:16.649483400,2016-12-05 05:38:28.114475000,12.66,12.675,12.69,11.1467166,845,6562.5,7500.0,[28],[32],[6562.5],[7500.],6562.5,7500.0,,,1,1
846,JOCASTA,aa,8667,8668,5,1,4143,4144,a,a,,2016-12-05 00:00:00,2016-12-05 00:00:00,2016-12-05 05:38:27.796200000,2016-12-05 05:38:32.632000000,2016-12-05 05:38:28.114475000,2016-12-05 05:38:32.945791700,12.69,12.705,12.72,4.517525,847,6796.875,6796.875,[29],[29],[6796.875],[6796.875],6796.875,6796.875,,,1,1
848,JOCASTA,aa,8668,8669,5,1,4148,4149,a,a,,2016-12-05 00:00:00,2016-12-05 00:00:00,2016-12-05 05:38:32.632000000,2016-12-05 05:39:08.571800000,2016-12-05 05:38:32.945791700,2016-12-05 05:39:08.904647300,12.72,12.735,12.75,35.6260083,849,6562.5,6796.875,[28],[29],[6562.5],[6796.875],6562.5,6796.875,,,1,1
850,JOCASTA,aa,8669,8670,5,1,4153,4154,a,a,,2016-12-05 00:00:00,2016-12-05 00:00:00,2016-12-05 05:39:08.571800000,2016-12-05 05:39:13.598100000,2016-12-05 05:39:08.904647300,2016-12-05 05:39:13.919996100,12.75,12.765,12.78,4.6934527,851,7031.25,6562.5,[30],[28],[7031.25],[6562.5],7031.25,6562.5,,,1,1
852,LADYO,aa,8393,8394,3,1,4161,4162,a,a,,2016-04-24 12:41:56,2016-04-24 12:41:56,2016-04-24 12:43:03.038700000,2016-04-24 12:43:07.700100000,2016-04-24 12:43:03.337284000,2016-04-24 12:43:08.004004000,12.78,12.795,12.81,4.362816,853,6562.5,7265.625,[28],[31],[6562.5],[7265.625],6562.5,7265.625,,,1,1
