CodaNumber,nClicks,Length,ICI1,ICI2,ICI3,ICI4,ICI5,ICI6,ICI7,ICI8,ICI9,CodaName,Unit,WhaleID,Date
3234,5,0.799,0.252,0.269,0.154,0.124,0,0,0,0,0,1+1+3,7,0,40249
3235,5,0.321,0.086,0.096,0.065,0.074,0,0,0,0,0,5R1,7,0,40249
3236,5,0.337,0.088,0.106,0.074,0.069,0,0,0,0,0,5R1,7,0,40249
3237,5,0.327,0.092,0.095,0.069,0.071,0,0,0,0,0,5R1,7,0,40249
3238,5,0.329,0.087,0.1,0.073,0.069,0,0,0,0,0,5R1,7,0,40249
3239,5,0.325,0.092,0.094,0.07,0.069,0,0,0,0,0,5R1,7,0,40249
3240,5,0.764,0.251,0.244,0.152,0.117,0,0,0,0,0,1+1+3,7,0,40249
3241,5,0.756,0.226,0.233,0.169,0.128,0,0,0,0,0,1+1+3,7,0,40249
3242,5,0.734,0.22,0.233,0.156,0.125,0,0,0,0,0,1+1+3,7,0,40249
3243,5,0.327,0.081,0.098,0.079,0.069,0,0,0,0,0,5R1,7,0,40249
3244,5,0.317,0.077,0.096,0.069,0.075,0,0,0,0,0,5R1,7,0,40249
3245,5,0.33,0.081,0.102,0.074,0.073,0,0,0,0,0,5R1,7,0,40249
3246,7,0.331,0.043,0.045,0.072,0.04,0.07,0.061,0,0,0,7I,7,0,40249
3247,7,0.332,0.038,0.043,0.065,0.038,0.079,0.069,0,0,0,7I,7,0,40249
3248,8,0.464,0.099,0.08,0.045,0.05,0.049,0.051,0.09,0,0,8I,7,0,40249
3249,8,0.454,0.036,0.044,0.042,0.075,0.058,0.067,0.132,0,0,8I,7,0,40249
3250,8,0.359,0.063,0.056,0.049,0.048,0.044,0.047,0.052,0,0,8I,7,0,40249
3251,8,0.353,0.038,0.048,0.064,0.057,0.05,0.047,0.049,0,0,8I,7,0,40249
3252,9,0.299,0.021,0.022,0.03,0.041,0.043,0.042,0.04,0.06,0,9I,7,0,40249
3253,10,0.415,0.056,0.044,0.053,0.052,0.048,0.043,0.044,0.03,0.045,10I,7,0,40249
3254,8,0.334,0.041,0.054,0.053,0.051,0.039,0.043,0.053,0,0,8I,7,0,40249
3255,5,0.324,0.098,0.087,0.07,0.069,0,0,0,0,0,5R1,7,0,40249
3256,5,0.323,0.096,0.084,0.072,0.071,0,0,0,0,0,5R1,7,0,40249
3257,5,0.315,0.107,0.074,0.067,0.067,0,0,0,0,0,5R1,7,0,40249
3258,5,0.32,0.105,0.077,0.07,0.068,0,0,0,0,0,5R1,7,0,40249
3259,5,0.342,0.101,0.099,0.074,0.068,0,0,0,0,0,5R1,7,0,40249
3260,5,0.34,0.095,0.105,0.073,0.067,0,0,0,0,0,5R1,7,0,40249
3261,5,0.335,0.099,0.1,0.069,0.067,0,0,0,0,0,5R1,7,0,40249
3262,5,0.33,0.094,0.104,0.066,0.066,0,0,0,0,0,5R1,7,0,40249
3263,5,0.35,0.103,0.105,0.073,0.069,0,0,0,0,0,5R1,7,0,40249
3264,5,0.331,0.083,0.111,0.071,0.066,0,0,0,0,0,5R1,7,0,40249
3265,5,0.336,0.099,0.098,0.074,0.065,0,0,0,0,0,5R1,7,0,40249
3266,5,0.354,0.11,0.109,0.075,0.06,0,0,0,0,0,5R1,7,0,40249
3267,5,0.348,0.102,0.11,0.071,0.065,0,0,0,0,0,5R1,7,0,40249
3268,8,0.342,0.042,0.061,0.053,0.051,0.043,0.042,0.05,0,0,8I,7,0,40249
3269,8,0.251,0.024,0.026,0.028,0.046,0.038,0.041,0.048,0,0,8I,7,0,40249
3270,8,0.302,0.037,0.042,0.041,0.04,0.04,0.044,0.058,0,0,8I,7,0,40249
3271,9,0.356,0.033,0.036,0.037,0.039,0.039,0.04,0.05,0.082,0,9I,7,0,40249
3272,9,0.399,0.05,0.045,0.029,0.047,0.035,0.041,0.05,0.102,0,9I,7,0,40249
3273,9,0.298,0.034,0.031,0.039,0.036,0.045,0.026,0.037,0.05,0,9I,7,0,40249
3274,9,0.3,0.029,0.03,0.033,0.035,0.037,0.04,0.035,0.061,0,9I,7,0,40249
3275,10,0.306,0.026,0.03,0.033,0.033,0.033,0.033,0.033,0.033,0.052,10I,7,0,40249
3276,10,0.311,0.027,0.029,0.031,0.032,0.033,0.034,0.035,0.039,0.051,10I,7,0,40249
3281,5,1.064,0.369,0.329,0.198,0.168,0,0,0,0,0,1+1+3,7,0,40282
3282,5,0.952,0.325,0.314,0.166,0.147,0,0,0,0,0,1+1+3,7,0,40282
3283,5,0.379,0.091,0.091,0.097,0.1,0,0,0,0,0,5R1,7,0,40282
3284,5,0.939,0.345,0.293,0.158,0.143,0,0,0,0,0,1+1+3,7,0,40282
3285,5,0.969,0.329,0.309,0.183,0.148,0,0,0,0,0,1+1+3,7,0,40282
3286,5,1.055,0.355,0.34,0.189,0.171,0,0,0,0,0,1+1+3,7,0,40282
3287,5,1.052,0.346,0.34,0.193,0.173,0,0,0,0,0,1+1+3,7,0,40282
3288,5,1.018,0.353,0.305,0.184,0.176,0,0,0,0,0,1+1+3,7,0,40282
3289,5,0.995,0.328,0.317,0.18,0.17,0,0,0,0,0,1+1+3,7,0,40282
3290,5,1.038,0.34,0.327,0.205,0.166,0,0,0,0,0,1+1+3,7,0,40282
3291,5,0.347,0.117,0.09,0.073,0.067,0,0,0,0,0,5R1,7,0,40282
3292,5,0.342,0.1,0.097,0.073,0.072,0,0,0,0,0,5R1,7,0,40282
3293,5,0.309,0.093,0.078,0.07,0.068,0,0,0,0,0,5R1,7,0,40282
3294,5,0.344,0.101,0.105,0.072,0.066,0,0,0,0,0,5R1,7,0,40282
3295,5,0.327,0.11,0.079,0.068,0.07,0,0,0,0,0,5R1,7,0,40282
3296,5,0.364,0.107,0.107,0.079,0.071,0,0,0,0,0,5R1,7,0,40282
3297,5,0.373,0.093,0.096,0.082,0.102,0,0,0,0,0,5R1,7,0,40282
3298,5,0.336,0.089,0.107,0.072,0.068,0,0,0,0,0,5R1,7,0,40282
3299,5,0.334,0.113,0.092,0.07,0.059,0,0,0,0,0,5R1,7,0,40282
3300,5,0.334,0.093,0.104,0.068,0.069,0,0,0,0,0,5R1,7,0,40282
3301,5,0.326,0.095,0.097,0.066,0.068,0,0,0,0,0,5R1,7,0,40282
3302,5,0.34,0.118,0.08,0.071,0.071,0,0,0,0,0,5R1,7,0,40282
3303,5,0.347,0.096,0.108,0.074,0.069,0,0,0,0,0,5R1,7,0,40282
3304,5,0.32,0.088,0.093,0.075,0.064,0,0,0,0,0,5R1,7,0,40282
3305,5,0.335,0.1,0.097,0.067,0.071,0,0,0,0,0,5R1,7,0,40282
3306,5,0.329,0.096,0.09,0.077,0.066,0,0,0,0,0,5R1,7,0,40282
3307,5,0.337,0.099,0.103,0.069,0.066,0,0,0,0,0,5R1,7,0,40282
3308,5,1.057,0.366,0.339,0.176,0.176,0,0,0,0,0,1+1+3,7,0,40282
3309,5,1.085,0.37,0.362,0.192,0.161,0,0,0,0,0,1+1+3,7,0,40282
3310,5,1.027,0.359,0.337,0.176,0.155,0,0,0,0,0,1+1+3,7,0,40282
3311,5,0.992,0.333,0.313,0.182,0.164,0,0,0,0,0,1+1+3,7,0,40282
3312,5,0.645,0.217,0.192,0.135,0.101,0,0,0,0,0,1+1+3,7,0,40282
3313,5,0.333,0.107,0.079,0.072,0.075,0,0,0,0,0,5R1,7,0,40282
3314,5,0.359,0.122,0.089,0.081,0.067,0,0,0,0,0,5R1,7,0,40282
3315,5,0.336,0.109,0.079,0.073,0.075,0,0,0,0,0,5R1,7,0,40282
3316,8,0.368,0.04,0.046,0.054,0.053,0.062,0.057,0.056,0,0,8I,7,0,40282
3317,9,0.343,0.032,0.045,0.053,0.044,0.04,0.04,0.042,0.047,0,9I,7,0,40282
3318,9,0.397,0.062,0.06,0.056,0.057,0.036,0.041,0.039,0.046,0,9I,7,0,40282
3319,9,0.345,0.034,0.039,0.047,0.044,0.043,0.037,0.046,0.055,0,9I,7,0,40282
3320,9,0.302,0.021,0.042,0.039,0.039,0.037,0.037,0.039,0.048,0,9I,7,0,40282
3321,9,0.29,0.031,0.029,0.042,0.037,0.043,0.016,0.036,0.056,0,9I,7,0,40282
3322,9,0.298,0.035,0.032,0.036,0.036,0.032,0.035,0.041,0.051,0,9I,7,0,40282
3323,9,0.313,0.03,0.024,0.035,0.036,0.042,0.046,0.043,0.057,0,9I,7,0,40282
3324,9,0.344,0.033,0.035,0.033,0.035,0.037,0.04,0.048,0.083,0,9I,7,0,40282
3325,10,0.405,0.045,0.051,0.049,0.046,0.042,0.04,0.04,0.04,0.052,10I,7,0,40282
3326,10,0.327,0.028,0.03,0.032,0.032,0.033,0.033,0.034,0.039,0.066,10I,7,0,40282
3327,10,0.371,0.021,0.042,0.062,0.043,0.04,0.04,0.032,0.043,0.048,10I,7,0,40282
3331,5,0.31,0.079,0.084,0.068,0.079,0,0,0,0,0,5R1,7,0,40283
3332,5,0.329,0.101,0.088,0.074,0.066,0,0,0,0,0,5R1,7,0,40283
3333,5,0.321,0.087,0.087,0.076,0.071,0,0,0,0,0,5R1,7,0,40283
3334,5,0.315,0.089,0.085,0.068,0.073,0,0,0,0,0,5R1,7,0,40283
3335,5,0.322,0.094,0.085,0.075,0.068,0,0,0,0,0,5R1,7,0,40283
3336,5,0.312,0.088,0.082,0.072,0.07,0,0,0,0,0,5R1,7,0,40283
3337,5,0.322,0.112,0.072,0.064,0.074,0,0,0,0,0,5R1,7,0,40283
3338,5,0.308,0.085,0.078,0.079,0.066,0,0,0,0,0,5R1,7,0,40283
3339,5,0.322,0.089,0.093,0.076,0.064,0,0,0,0,0,5R1,7,0,40283
3340,5,0.311,0.089,0.081,0.071,0.07,0,0,0,0,0,5R1,7,0,40283
3341,5,0.326,0.088,0.09,0.073,0.075,0,0,0,0,0,5R1,7,0,40283
3342,5,0.74,0.215,0.24,0.149,0.136,0,0,0,0,0,1+1+3,7,0,40283
3343,5,0.676,0.165,0.234,0.153,0.124,0,0,0,0,0,1+1+3,7,0,40283
3344,5,0.325,0.098,0.078,0.077,0.072,0,0,0,0,0,5R1,7,0,40283
3345,5,0.698,0.176,0.24,0.129,0.153,0,0,0,0,0,1+1+3,7,0,40283
3346,5,0.712,0.203,0.233,0.139,0.137,0,0,0,0,0,1+1+3,7,0,40283
3347,5,0.737,0.218,0.23,0.148,0.141,0,0,0,0,0,1+1+3,7,0,40283
3348,5,0.327,0.105,0.079,0.078,0.065,0,0,0,0,0,5R1,7,0,40283
3349,5,0.339,0.108,0.088,0.071,0.072,0,0,0,0,0,5R1,7,0,40283
3350,5,0.362,0.115,0.087,0.077,0.083,0,0,0,0,0,5R1,7,0,40283
3351,5,0.704,0.195,0.227,0.157,0.125,0,0,0,0,0,1+1+3,7,0,40283
3352,5,0.357,0.106,0.091,0.08,0.08,0,0,0,0,0,5R1,7,0,40283
3353,5,0.334,0.102,0.093,0.075,0.064,0,0,0,0,0,5R1,7,0,40283
3354,5,0.352,0.104,0.094,0.081,0.073,0,0,0,0,0,5R1,7,0,40283
3355,5,0.333,0.093,0.085,0.081,0.074,0,0,0,0,0,5R1,7,0,40283
3356,5,0.321,0.094,0.086,0.072,0.069,0,0,0,0,0,5R1,7,0,40283
3357,6,0.455,0.082,0.076,0.073,0.082,0.142,0,0,0,0,NOISE,7,0,40283
3358,8,0.315,0.038,0.048,0.049,0.047,0.045,0.043,0.045,0,0,8I,7,0,40283
3359,9,0.345,0.042,0.029,0.042,0.041,0.041,0.043,0.047,0.06,0,9I,7,0,40283
3360,9,0.3,0.025,0.041,0.041,0.03,0.038,0.043,0.035,0.047,0,9I,7,0,40283
3361,10,0.341,0.022,0.042,0.041,0.021,0.042,0.044,0.03,0.042,0.057,10I,7,0,40283
3362,5,1.122,0.38,0.367,0.199,0.176,0,0,0,0,0,1+1+3,7,0,40283
3363,5,1.056,0.371,0.331,0.194,0.16,0,0,0,0,0,1+1+3,7,0,40283
3364,5,0.303,0.084,0.085,0.07,0.064,0,0,0,0,0,5R1,7,0,40283
3365,5,0.318,0.09,0.08,0.077,0.071,0,0,0,0,0,5R1,7,0,40283
3366,5,0.32,0.091,0.085,0.075,0.069,0,0,0,0,0,5R1,7,0,40283
3367,5,0.323,0.098,0.086,0.072,0.067,0,0,0,0,0,5R1,7,0,40283
3368,5,0.315,0.086,0.095,0.071,0.063,0,0,0,0,0,5R1,7,0,40283
3369,5,0.32,0.096,0.088,0.071,0.065,0,0,0,0,0,5R1,7,0,40283
3370,5,1.053,0.355,0.325,0.231,0.142,0,0,0,0,0,1+1+3,7,0,40283
3371,5,1.072,0.359,0.345,0.201,0.167,0,0,0,0,0,1+1+3,7,0,40283
3372,5,1.086,0.374,0.349,0.196,0.167,0,0,0,0,0,1+1+3,7,0,40283
3373,5,1.092,0.355,0.37,0.21,0.157,0,0,0,0,0,1+1+3,7,0,40283
3374,5,1.106,0.375,0.352,0.195,0.184,0,0,0,0,0,1+1+3,7,0,40283
3375,5,1.03,0.354,0.333,0.179,0.164,0,0,0,0,0,1+1+3,7,0,40283
3376,5,0.833,0.287,0.25,0.144,0.152,0,0,0,0,0,1+1+3,7,0,40283
3377,5,0.749,0.248,0.205,0.138,0.158,0,0,0,0,0,1+1+3,7,0,40283
3378,5,1.044,0.368,0.31,0.193,0.173,0,0,0,0,0,1+1+3,7,0,40283
3379,5,0.304,0.083,0.073,0.084,0.064,0,0,0,0,0,5R1,7,0,40283
3380,5,0.976,0.3,0.349,0.175,0.152,0,0,0,0,0,1+1+3,7,0,40283
3381,5,0.797,0.263,0.219,0.16,0.155,0,0,0,0,0,1+1+3,7,0,40283
3382,5,1.097,0.372,0.344,0.202,0.179,0,0,0,0,0,1+1+3,7,0,40283
3383,5,1.139,0.393,0.362,0.199,0.185,0,0,0,0,0,1+1+3,7,0,40283
3384,5,0.288,0.084,0.078,0.066,0.06,0,0,0,0,0,5R1,7,0,40283
3385,5,0.31,0.084,0.094,0.072,0.06,0,0,0,0,0,5R1,7,0,40283
3386,5,1.093,0.362,0.368,0.177,0.186,0,0,0,0,0,1+1+3,7,0,40283
3387,5,1.082,0.364,0.336,0.223,0.159,0,0,0,0,0,1+1+3,7,0,40283
3388,5,0.314,0.092,0.081,0.075,0.066,0,0,0,0,0,5R1,7,0,40283
3389,5,0.314,0.09,0.087,0.072,0.065,0,0,0,0,0,5R1,7,0,40283
3390,6,0.4,0.086,0.085,0.073,0.065,0.091,0,0,0,0,6D,7,0,40283
3391,7,0.347,0.058,0.073,0.053,0.081,0.035,0.047,0,0,0,7I,7,0,40283
3392,9,0.29,0.021,0.029,0.028,0.042,0.047,0.04,0.038,0.045,0,9I,7,0,40283
3393,9,0.298,0.022,0.03,0.035,0.037,0.04,0.038,0.053,0.043,0,9I,7,0,40283
3394,9,0.393,0.04,0.058,0.05,0.053,0.047,0.046,0.043,0.056,0,9I,7,0,40283
3395,5,0.997,0.336,0.314,0.162,0.185,0,0,0,0,0,1+1+3,7,0,40283
3396,5,0.772,0.26,0.22,0.145,0.147,0,0,0,0,0,1+1+3,7,0,40283
3397,5,0.347,0.125,0.085,0.073,0.064,0,0,0,0,0,5R1,7,0,40284
3398,5,0.337,0.122,0.076,0.068,0.071,0,0,0,0,0,5R1,7,0,40284
3399,5,0.324,0.111,0.088,0.065,0.06,0,0,0,0,0,5R1,7,0,40284
3400,5,0.352,0.12,0.084,0.072,0.076,0,0,0,0,0,5R1,7,0,40284
3401,5,0.335,0.115,0.081,0.069,0.07,0,0,0,0,0,5R1,7,0,40284
3402,5,1.421,0.499,0.465,0.243,0.214,0,0,0,0,0,1+1+3,7,0,40284
3403,5,1.404,0.488,0.488,0.22,0.208,0,0,0,0,0,1+1+3,7,0,40284
3404,5,1.407,0.5,0.468,0.215,0.224,0,0,0,0,0,1+1+3,7,0,40284
3405,5,1.397,0.5,0.466,0.228,0.203,0,0,0,0,0,1+1+3,7,0,40284
3406,5,1.371,0.479,0.465,0.211,0.216,0,0,0,0,0,1+1+3,7,0,40284
3407,5,1.382,0.502,0.472,0.243,0.165,0,0,0,0,0,1+1+3,7,0,40284
3408,5,0.337,0.116,0.084,0.071,0.066,0,0,0,0,0,5R1,7,0,40284
3409,5,0.334,0.107,0.089,0.071,0.067,0,0,0,0,0,5R1,7,0,40284
3410,5,0.362,0.127,0.091,0.074,0.07,0,0,0,0,0,5R1,7,0,40284
3411,5,0.388,0.092,0.137,0.086,0.073,0,0,0,0,0,5R1,7,0,40284
3412,5,0.687,0.049,0.238,0.213,0.187,0,0,0,0,0,2+3,7,0,40284
3413,5,0.344,0.096,0.103,0.079,0.066,0,0,0,0,0,5R1,7,0,40285
3414,5,0.331,0.094,0.097,0.08,0.06,0,0,0,0,0,5R1,7,0,40285
3415,5,0.325,0.095,0.09,0.075,0.065,0,0,0,0,0,5R1,7,0,40285
3416,5,0.328,0.095,0.092,0.074,0.067,0,0,0,0,0,5R1,7,0,40285
3417,5,0.335,0.106,0.083,0.075,0.071,0,0,0,0,0,5R1,7,0,40285
3418,5,0.334,0.097,0.094,0.073,0.07,0,0,0,0,0,5R1,7,0,40285
3419,5,0.332,0.085,0.104,0.071,0.072,0,0,0,0,0,5R1,7,0,40285
3420,5,0.339,0.099,0.092,0.074,0.074,0,0,0,0,0,5R1,7,0,40285
3421,5,0.333,0.106,0.096,0.076,0.055,0,0,0,0,0,5R1,7,0,40285
3422,5,0.342,0.11,0.099,0.073,0.06,0,0,0,0,0,5R1,7,0,40285
3423,5,0.349,0.099,0.099,0.087,0.064,0,0,0,0,0,5R1,7,0,40285
3424,5,0.344,0.097,0.101,0.079,0.067,0,0,0,0,0,5R1,7,0,40285
3425,5,0.353,0.121,0.097,0.079,0.056,0,0,0,0,0,5R1,7,0,40285
3426,5,0.342,0.1,0.097,0.077,0.068,0,0,0,0,0,5R1,7,0,40285
3427,10,0.366,0.032,0.043,0.03,0.037,0.038,0.042,0.04,0.038,0.066,10I,7,0,40285
3428,10,0.384,0.031,0.03,0.039,0.045,0.04,0.044,0.036,0.059,0.06,10I,7,0,40285
3429,10,0.387,0.035,0.035,0.039,0.047,0.038,0.033,0.046,0.049,0.065,10I,7,0,40285
3431,5,0.334,0.101,0.092,0.077,0.064,0,0,0,0,0,5R1,7,0,40199
3432,5,0.332,0.102,0.09,0.073,0.067,0,0,0,0,0,5R1,7,0,40199
3433,5,0.328,0.097,0.09,0.074,0.067,0,0,0,0,0,5R1,7,0,40199
3434,5,0.327,0.094,0.088,0.078,0.067,0,0,0,0,0,5R1,7,0,40199
3435,5,0.332,0.1,0.091,0.07,0.071,0,0,0,0,0,5R1,7,0,40199
3436,5,0.322,0.093,0.086,0.073,0.07,0,0,0,0,0,5R1,7,0,40199
3437,5,0.323,0.097,0.088,0.074,0.064,0,0,0,0,0,5R1,7,0,40199
3438,5,0.327,0.089,0.092,0.075,0.071,0,0,0,0,0,5R1,7,0,40199
3439,5,0.329,0.098,0.095,0.075,0.061,0,0,0,0,0,5R1,7,0,40199
3440,5,0.324,0.092,0.094,0.073,0.065,0,0,0,0,0,5R1,7,0,40199
3441,5,0.332,0.086,0.105,0.075,0.066,0,0,0,0,0,5R1,7,0,40199
3442,5,0.326,0.1,0.088,0.07,0.068,0,0,0,0,0,5R1,7,0,40199
3443,5,0.331,0.098,0.09,0.074,0.069,0,0,0,0,0,5R1,7,0,40199
3444,5,0.354,0.101,0.092,0.085,0.076,0,0,0,0,0,5R1,7,0,40199
3445,6,0.414,0.094,0.081,0.079,0.067,0.093,0,0,0,0,6D,7,0,40199
3446,7,0.25,0.037,0.036,0.032,0.051,0.047,0.047,0,0,0,7I,7,0,40199
3447,8,0.295,0.038,0.034,0.041,0.04,0.041,0.039,0.062,0,0,8I,7,0,40199
3448,5,1.193,0.449,0.402,0.171,0.171,0,0,0,0,0,1+1+3,7,0,40199
3449,5,0.322,0.091,0.11,0.068,0.053,0,0,0,0,0,5R1,7,0,40199
3450,5,0.329,0.09,0.108,0.066,0.065,0,0,0,0,0,5R1,7,0,40199
3451,8,0.376,0.051,0.075,0.048,0.053,0.049,0.048,0.052,0,0,8I,7,0,40199
3452,10,0.219,0.03,0.026,0.017,0.03,0.022,0.021,0.021,0.023,0.029,10I,7,0,40199
3453,10,0.181,0.023,0.021,0.02,0.017,0.022,0.019,0.018,0.019,0.022,10I,7,0,40199
3454,10,0.291,0.052,0.037,0.027,0.027,0.026,0.015,0.026,0.031,0.05,10I,7,0,40199
3456,5,0.324,0.1,0.092,0.071,0.061,0,0,0,0,0,5R1,7,0,40204
3457,5,0.321,0.091,0.091,0.073,0.066,0,0,0,0,0,5R1,7,0,40204
3458,5,0.338,0.101,0.094,0.076,0.067,0,0,0,0,0,5R1,7,0,40204
3459,5,0.319,0.094,0.085,0.071,0.069,0,0,0,0,0,5R1,7,0,40204
3460,5,0.338,0.107,0.092,0.075,0.064,0,0,0,0,0,5R1,7,0,40204
3461,5,0.338,0.107,0.095,0.074,0.062,0,0,0,0,0,5R1,7,0,40204
3462,5,0.333,0.101,0.091,0.075,0.066,0,0,0,0,0,5R1,7,0,40204
3463,5,0.305,0.063,0.08,0.091,0.071,0,0,0,0,0,5R1,7,0,40204
3464,5,0.311,0.08,0.087,0.079,0.065,0,0,0,0,0,5R1,7,0,40204
3465,5,0.32,0.071,0.091,0.085,0.073,0,0,0,0,0,5R1,7,0,40204
3466,5,0.322,0.078,0.085,0.087,0.072,0,0,0,0,0,5R1,7,0,40204
3467,5,0.333,0.099,0.091,0.074,0.069,0,0,0,0,0,5R1,7,0,40204
3468,5,0.314,0.09,0.088,0.069,0.067,0,0,0,0,0,5R1,7,0,40204
3469,5,0.325,0.097,0.089,0.073,0.066,0,0,0,0,0,5R1,7,0,40204
3470,5,0.321,0.097,0.087,0.072,0.065,0,0,0,0,0,5R1,7,0,40204
3471,5,0.318,0.092,0.09,0.068,0.068,0,0,0,0,0,5R1,7,0,40204
3472,5,0.327,0.09,0.086,0.082,0.069,0,0,0,0,0,5R1,7,0,40204
3473,5,0.328,0.096,0.089,0.073,0.07,0,0,0,0,0,5R1,7,0,40204
3474,5,0.333,0.1,0.093,0.074,0.066,0,0,0,0,0,5R1,7,0,40204
3475,5,0.317,0.089,0.087,0.073,0.068,0,0,0,0,0,5R1,7,0,40204
3476,5,0.325,0.095,0.089,0.072,0.069,0,0,0,0,0,5R1,7,0,40204
3477,5,0.327,0.093,0.084,0.077,0.073,0,0,0,0,0,5R1,7,0,40204
3478,5,0.344,0.098,0.087,0.078,0.081,0,0,0,0,0,5R1,7,0,40204
3479,5,0.349,0.102,0.094,0.076,0.077,0,0,0,0,0,5R1,7,0,40204
3480,5,0.327,0.094,0.094,0.079,0.06,0,0,0,0,0,5R1,7,0,40204
3481,5,0.334,0.097,0.09,0.078,0.069,0,0,0,0,0,5R1,7,0,40204
3482,6,0.429,0.098,0.101,0.08,0.062,0.088,0,0,0,0,6D,7,0,40204
3483,7,0.309,0.048,0.063,0.055,0.053,0.039,0.051,0,0,0,7I,7,0,40204
3484,8,0.33,0.047,0.056,0.056,0.046,0.048,0.044,0.033,0,0,8I,7,0,40204
3485,9,0.396,0.053,0.054,0.052,0.048,0.048,0.045,0.044,0.052,0,9I,7,0,40204
3486,9,0.391,0.04,0.046,0.061,0.053,0.044,0.05,0.044,0.053,0,9I,7,0,40204
3487,10,0.426,0.05,0.056,0.051,0.045,0.041,0.04,0.042,0.037,0.064,10I,7,0,40204
3488,10,0.349,0.042,0.034,0.025,0.037,0.039,0.036,0.037,0.041,0.058,10I,7,0,40204
3489,10,0.34,0.031,0.034,0.036,0.035,0.037,0.033,0.045,0.029,0.06,10I,7,0,40204
3490,4,0.2793,0.104,0.1003,0.075,0,0,0,0,0,0,4R1,8,5562,39491
3491,5,0.3481,0.0982,0.1071,0.0797,0.0631,0,0,0,0,0,5R1,8,5562,39491
3492,5,0.341,0.0924,0.1035,0.0802,0.0649,0,0,0,0,0,5R1,8,5562,39491
3493,5,0.3391,0.0951,0.1033,0.0795,0.0612,0,0,0,0,0,5R1,8,5562,39491
3494,5,0.339,0.1005,0.1046,0.0715,0.0624,0,0,0,0,0,5R1,8,5562,39491
3495,5,0.3337,0.0971,0.1008,0.0749,0.0609,0,0,0,0,0,5R1,8,5562,39491
3496,5,0.338,0.0935,0.1027,0.0776,0.0642,0,0,0,0,0,5R1,8,5562,39491
3497,5,0.3336,0.0953,0.1015,0.075,0.0618,0,0,0,0,0,5R1,8,5562,39491
3498,5,0.3796,0.1188,0.0802,0.0831,0.0975,0,0,0,0,0,5R1,8,6058,39502
3499,5,0.2783,0.0635,0.0709,0.07,0.0739,0,0,0,0,0,5R1,8,6058,39502
3500,5,0.2954,0.0878,0.0636,0.0627,0.0813,0,0,0,0,0,5R1,8,6058,39502
3501,5,0.3407,0.0927,0.1033,0.0834,0.0613,0,0,0,0,0,5R1,8,5562,39502
3502,5,0.3354,0.0894,0.0939,0.0795,0.0726,0,0,0,0,0,5R1,8,5562,39502
3503,5,0.3254,0.0872,0.0893,0.0755,0.0734,0,0,0,0,0,5R1,8,5562,39502
3504,5,0.3296,0.0948,0.0888,0.0772,0.0688,0,0,0,0,0,5R1,8,5562,39502
3505,5,0.3218,0.0956,0.0922,0.0695,0.0645,0,0,0,0,0,5R1,8,5562,39502
3506,5,0.3359,0.1024,0.0971,0.0756,0.0608,0,0,0,0,0,5R1,8,5562,39502
3507,5,0.3362,0.0908,0.0922,0.0798,0.0734,0,0,0,0,0,5R1,8,5562,39502
3508,5,0.3265,0.0892,0.0877,0.0742,0.0754,0,0,0,0,0,5R1,8,5562,39502
3509,6,0.3403,0.0746,0.0634,0.0636,0.0629,0.0758,0,0,0,0,6D,8,6058,39502
3510,6,0.3727,0.0861,0.098,0.0649,0.0655,0.0582,0,0,0,0,6D,8,5562,39502
3512,8,0.3728,0.042,0.0562,0.0635,0.0536,0.0473,0.0505,0.0597,0,0,8I,8,5151,39860
3513,8,0.377,0.0422,0.0577,0.0596,0.0563,0.0499,0.0508,0.0605,0,0,8I,8,5151,39860
3514,8,0.3881,0.0462,0.0618,0.0522,0.0524,0.0498,0.0578,0.0679,0,0,8I,8,5151,39860
3515,9,0.4352,0.0433,0.0654,0.0488,0.0629,0.0454,0.0463,0.0532,0.0699,0,9I,8,5151,39860
3516,5,0.284,0.0344,0.0735,0.0694,0.1067,0,0,0,0,0,NOISE,8,0,39860
3517,5,0.3378,0.0874,0.0856,0.0793,0.0855,0,0,0,0,0,5R1,8,0,39860
3518,5,0.4186,0.1142,0.0874,0.0838,0.1332,0,0,0,0,0,5R1,8,0,39860
3519,5,0.7989,0.2436,0.2482,0.1549,0.1522,0,0,0,0,0,1+1+3,8,0,39860
3520,5,0.3493,0.0972,0.0858,0.0822,0.0841,0,0,0,0,0,5R1,8,0,39860
3521,5,0.3635,0.0918,0.0922,0.0885,0.091,0,0,0,0,0,5R1,8,0,39860
3522,5,0.3562,0.1104,0.0817,0.0794,0.0847,0,0,0,0,0,5R1,8,0,39860
3523,5,0.3451,0.1086,0.0855,0.0778,0.0732,0,0,0,0,0,5R1,8,0,39860
3524,5,0.3415,0.0937,0.0676,0.0812,0.099,0,0,0,0,0,5R1,8,0,39860
3525,5,0.3129,0.0891,0.0763,0.0709,0.0766,0,0,0,0,0,5R1,8,0,39860
3526,5,0.3599,0.1015,0.0886,0.0826,0.0872,0,0,0,0,0,5R1,8,0,39860
3527,5,0.3283,0.0905,0.0821,0.0772,0.0785,0,0,0,0,0,5R1,8,0,39860
3528,5,0.7347,0.2207,0.2221,0.1622,0.1297,0,0,0,0,0,1+1+3,8,0,39860
3529,5,0.5241,0.119,0.1447,0.1213,0.1391,0,0,0,0,0,5R2,8,5151,39860
