CodaNumber,nClicks,Length,ICI1,ICI2,ICI3,ICI4,ICI5,ICI6,ICI7,ICI8,ICI9,CodaName,Unit,WhaleID,Date
1167,4,0.5217,0.261,0.156,0.1047,0,0,0,0,0,0,4D,3,0,40211
1168,4,0.5347,0.2525,0.1698,0.1124,0,0,0,0,0,0,4D,3,0,40211
1169,4,0.524,0.2565,0.1591,0.1084,0,0,0,0,0,0,4D,3,0,40211
1170,4,0.5066,0.2496,0.1407,0.1163,0,0,0,0,0,0,4D,3,5722,40211
1171,4,0.5272,0.2454,0.1697,0.1121,0,0,0,0,0,0,4D,3,5722,40211
1172,4,0.5236,0.2626,0.1545,0.1065,0,0,0,0,0,0,4D,3,5722,40211
1173,4,0.5281,0.2602,0.1542,0.1137,0,0,0,0,0,0,4D,3,5722,40211
1174,4,0.5123,0.2531,0.1533,0.1059,0,0,0,0,0,0,4D,3,5722,40211
1175,4,0.4991,0.2498,0.1421,0.1072,0,0,0,0,0,0,4D,3,5722,40211
1176,4,0.5158,0.2463,0.1607,0.1088,0,0,0,0,0,0,4D,3,5722,40211
1177,4,0.5157,0.2549,0.1488,0.112,0,0,0,0,0,0,4D,3,5722,40211
1178,4,0.5074,0.2461,0.1541,0.1072,0,0,0,0,0,0,4D,3,5722,40211
1179,4,0.5229,0.2531,0.1619,0.1079,0,0,0,0,0,0,4D,3,5722,40211
1180,4,0.5108,0.2431,0.1553,0.1124,0,0,0,0,0,0,4D,3,5722,40211
1181,4,0.5103,0.2496,0.1512,0.1095,0,0,0,0,0,0,4D,3,5722,40211
1182,5,0.3575,0.1011,0.1004,0.0858,0.0702,0,0,0,0,0,5R1,3,5563,40211
1183,7,0.3487,0.0734,0.0581,0.0589,0.0515,0.0475,0.0593,0,0,0,7I,3,5563,40211
1184,4,0.5174,0.2486,0.1512,0.1176,0,0,0,0,0,0,4D,3,5722,40211
1185,4,0.5139,0.2428,0.1607,0.1104,0,0,0,0,0,0,4D,3,5722,40211
1186,4,0.5139,0.2435,0.1644,0.106,0,0,0,0,0,0,4D,3,5722,40211
1187,4,0.5116,0.2503,0.1596,0.1017,0,0,0,0,0,0,4D,3,5722,40211
1188,4,0.5087,0.2464,0.1612,0.1011,0,0,0,0,0,0,4D,3,5722,40211
1189,4,0.5109,0.2465,0.1614,0.103,0,0,0,0,0,0,4D,3,5722,40211
1190,4,0.5021,0.2501,0.1466,0.1054,0,0,0,0,0,0,4D,3,5722,40211
1191,4,0.5108,0.2366,0.1669,0.1073,0,0,0,0,0,0,4D,3,5722,40211
1192,4,0.5182,0.2462,0.1744,0.0976,0,0,0,0,0,0,4D,3,5722,40211
1193,4,0.5082,0.2512,0.1536,0.1034,0,0,0,0,0,0,4D,3,5722,40211
1194,4,0.5091,0.245,0.1558,0.1083,0,0,0,0,0,0,4D,3,5722,40211
1195,5,0.3654,0.1024,0.11,0.0812,0.0718,0,0,0,0,0,5R1,3,5563,40211
1196,5,1.1483,0.4078,0.3625,0.2023,0.1757,0,0,0,0,0,1+1+3,3,5563,40211
1197,5,1.2017,0.4017,0.393,0.2222,0.1848,0,0,0,0,0,1+1+3,3,5563,40211
1198,5,1.1732,0.3996,0.385,0.2016,0.187,0,0,0,0,0,1+1+3,3,5563,40211
1199,5,1.1896,0.3859,0.4225,0.184,0.1972,0,0,0,0,0,1+1+3,3,5563,40211
1200,5,0.3404,0.0959,0.095,0.0801,0.0694,0,0,0,0,0,5R1,3,5563,40211
1201,6,1.0021,0.3506,0.1928,0.1889,0.1548,0.115,0,0,0,0,NOISE,3,5722,40211
1202,7,1.1113,0.366,0.1996,0.1692,0.1399,0.1123,0.1243,0,0,0,7D,3,5722,40211
1203,7,0.9353,0.2878,0.176,0.1514,0.1017,0.0794,0.139,0,0,0,7D,3,5722,40211
1204,7,1.0224,0.3268,0.1995,0.162,0.1279,0.1095,0.0967,0,0,0,7D,3,5722,40211
1205,7,1.1054,0.3626,0.1946,0.1737,0.1435,0.116,0.115,0,0,0,7D,3,5722,40211
1206,7,1.1144,0.368,0.2012,0.1652,0.159,0.1267,0.0943,0,0,0,7D,3,5722,40211
1207,7,1.138,0.3714,0.1962,0.1844,0.1555,0.1244,0.1061,0,0,0,7D,3,5722,40211
1208,7,1.1419,0.3688,0.2019,0.1772,0.1594,0.1237,0.1109,0,0,0,7D,3,5722,40211
1209,7,1.1076,0.3711,0.1969,0.185,0.1441,0.1097,0.1008,0,0,0,7D,3,5722,40211
1210,7,1.1334,0.3669,0.1921,0.184,0.1585,0.1201,0.1118,0,0,0,7D,3,5722,40211
1211,7,1.0508,0.3466,0.1949,0.1679,0.1266,0.0929,0.1219,0,0,0,7D,3,5722,40211
1212,7,1.0695,0.3663,0.1895,0.1648,0.1458,0.1053,0.0978,0,0,0,7D,3,5722,40211
1213,7,1.1205,0.3714,0.2046,0.1845,0.1465,0.1084,0.1051,0,0,0,7D,3,5722,40211
1214,8,1.1916,0.2366,0.1962,0.1525,0.1431,0.1474,0.1519,0.1639,0,0,8D,3,5563,40211
1215,9,1.315,0.2511,0.1728,0.1522,0.1522,0.1482,0.1536,0.1384,0.1465,0,9D,3,5563,40211
1216,9,1.3654,0.2652,0.172,0.1583,0.1586,0.1512,0.1556,0.1506,0.1539,0,9D,3,5563,40211
1217,9,1.341,0.2874,0.1596,0.1526,0.1533,0.1512,0.1483,0.143,0.1456,0,9D,3,5563,40211
1218,10,1.6265,0.2414,0.185,0.1705,0.1563,0.1537,0.1494,0.1536,0.1588,0.2578,NOISE,3,5563,40211
1219,4,0.5286,0.2563,0.163,0.1093,0,0,0,0,0,0,4D,3,5722,40211
1220,4,0.4964,0.2282,0.1607,0.1075,0,0,0,0,0,0,4D,3,5722,40220
1221,4,0.4689,0.2334,0.1419,0.0936,0,0,0,0,0,0,4D,3,5722,40220
1222,4,0.4821,0.2351,0.1386,0.1084,0,0,0,0,0,0,4D,3,5722,40220
1223,4,0.5191,0.2527,0.1577,0.1087,0,0,0,0,0,0,4D,3,5722,40220
1224,4,0.4969,0.2543,0.1393,0.1033,0,0,0,0,0,0,4D,3,5722,40220
1225,4,0.4912,0.2373,0.1554,0.0985,0,0,0,0,0,0,4D,3,5722,40220
1226,4,0.4959,0.2269,0.1461,0.1229,0,0,0,0,0,0,4D,3,5722,40220
1227,4,0.5066,0.2419,0.1572,0.1075,0,0,0,0,0,0,4D,3,5722,40220
1228,4,0.5109,0.2569,0.1539,0.1001,0,0,0,0,0,0,4D,3,5722,40220
1229,4,0.51,0.2537,0.1506,0.1057,0,0,0,0,0,0,4D,3,5722,40220
1230,4,0.5081,0.2547,0.1536,0.0998,0,0,0,0,0,0,4D,3,5722,40220
1231,4,0.5087,0.2539,0.1578,0.097,0,0,0,0,0,0,4D,3,5722,40220
1232,4,0.5249,0.2407,0.1763,0.1079,0,0,0,0,0,0,4D,3,5722,40220
1233,4,0.4972,0.2227,0.1655,0.109,0,0,0,0,0,0,4D,3,5722,40220
1234,4,0.5145,0.2423,0.1666,0.1056,0,0,0,0,0,0,4D,3,5722,40220
1235,4,0.5125,0.2343,0.1721,0.1061,0,0,0,0,0,0,4D,3,5722,40220
1236,4,0.5179,0.2398,0.168,0.1101,0,0,0,0,0,0,4D,3,5722,40220
1237,4,0.5138,0.2367,0.1785,0.0986,0,0,0,0,0,0,4D,3,5722,40220
1238,5,0.3416,0.0924,0.1048,0.077,0.0674,0,0,0,0,0,5R1,3,5563,40220
1239,7,0.3412,0.0415,0.0616,0.0583,0.0622,0.0599,0.0577,0,0,0,7I,3,5563,40220
1240,8,0.3542,0.0366,0.052,0.058,0.053,0.0498,0.0482,0.0566,0,0,8I,3,5563,40220
1241,8,0.3662,0.0368,0.0551,0.0667,0.0516,0.0544,0.047,0.0546,0,0,8I,3,5563,40220
1242,5,1.3116,0.4502,0.4502,0.2097,0.2015,0,0,0,0,0,1+1+3,3,5727,40221
1243,5,1.3274,0.4613,0.4597,0.2036,0.2028,0,0,0,0,0,1+1+3,3,5727,40221
1244,5,0.4502,0.1061,0.1155,0.1051,0.1235,0,0,0,0,0,5R2,3,5727,40221
1245,5,0.4993,0.1299,0.1231,0.1102,0.1361,0,0,0,0,0,5R2,3,5727,40221
1246,5,0.5278,0.132,0.1319,0.1226,0.1413,0,0,0,0,0,5R2,3,5727,40221
1247,5,0.9861,0.3371,0.3156,0.1628,0.1706,0,0,0,0,0,1+1+3,3,5727,40221
1248,5,1.051,0.3643,0.348,0.1606,0.1781,0,0,0,0,0,1+1+3,3,5727,40221
1249,5,1.1604,0.4016,0.3679,0.1916,0.1993,0,0,0,0,0,1+1+3,3,5727,40221
1250,5,1.2574,0.4291,0.4461,0.1749,0.2073,0,0,0,0,0,1+1+3,3,5727,40221
1251,5,1.1198,0.3688,0.3793,0.1999,0.1718,0,0,0,0,0,1+1+3,3,5727,40221
1252,5,1.0852,0.3544,0.3746,0.1779,0.1783,0,0,0,0,0,1+1+3,3,5727,40221
1253,5,1.0926,0.3627,0.3476,0.2041,0.1782,0,0,0,0,0,1+1+3,3,5727,40221
1254,5,0.9213,0.3019,0.3036,0.163,0.1528,0,0,0,0,0,1+1+3,3,5727,40221
1255,6,0.5644,0.111,0.1247,0.0822,0.1032,0.1433,0,0,0,0,NOISE,3,5727,40221
1256,6,0.5175,0.1019,0.1137,0.0836,0.0832,0.1351,0,0,0,0,NOISE,3,5727,40221
1257,6,0.4552,0.0674,0.121,0.0846,0.0823,0.0999,0,0,0,0,6D,3,5727,40221
1258,6,0.4401,0.0688,0.1288,0.0754,0.0746,0.0925,0,0,0,0,6D,3,5727,40221
1259,6,0.6241,0.1243,0.1247,0.1126,0.1137,0.1488,0,0,0,0,NOISE,3,5727,40221
1260,6,1.0007,0.3878,0.1972,0.1758,0.1329,0.107,0,0,0,0,NOISE,3,5722,40221
1261,6,0.9683,0.3829,0.1839,0.1719,0.1387,0.0909,0,0,0,0,NOISE,3,5722,40221
1262,6,1.0188,0.396,0.1996,0.1834,0.1297,0.1101,0,0,0,0,NOISE,3,5722,40221
1263,6,0.9957,0.319,0.1973,0.1523,0.1178,0.2093,0,0,0,0,NOISE,3,5722,40221
1264,7,1.0237,0.3393,0.1832,0.1651,0.1253,0.0856,0.1252,0,0,0,7D,3,5722,40221
1265,7,1.1149,0.3871,0.1881,0.1776,0.1294,0.1097,0.123,0,0,0,7D,3,5722,40221
1266,7,1.0482,0.3452,0.1856,0.1644,0.1383,0.105,0.1097,0,0,0,7D,3,5722,40221
1267,7,0.9554,0.3235,0.1753,0.1495,0.1181,0.0995,0.0895,0,0,0,7D,3,5722,40221
1268,7,1.0692,0.3662,0.1975,0.1632,0.1306,0.0959,0.1158,0,0,0,7D,3,5722,40221
1269,7,0.9915,0.3041,0.1769,0.154,0.1195,0.106,0.131,0,0,0,7D,3,5722,40221
1270,7,1.0424,0.3093,0.1923,0.1778,0.1363,0.1101,0.1166,0,0,0,7D,3,5722,40221
1271,7,1.0295,0.329,0.1949,0.163,0.1317,0.1009,0.11,0,0,0,7D,3,5722,40221
1272,7,1.0233,0.3116,0.1883,0.168,0.1386,0.1081,0.1087,0,0,0,7D,3,5722,40221
1273,8,1.56,0.416,0.3853,0.1406,0.1402,0.1534,0.1561,0.1684,0,0,8D,3,5727,40221
1274,8,1.3054,0.4164,0.2024,0.1944,0.1321,0.0973,0.0984,0.1644,0,0,8D,3,5722,40221
1275,8,1.1589,0.3755,0.1878,0.1583,0.1418,0.091,0.0857,0.1188,0,0,8D,3,5722,40221
1279,5,1.1851,0.4262,0.391,0.1778,0.1901,0,0,0,0,0,1+1+3,3,5727,40221
1280,8,1.2496,0.4091,0.2181,0.1625,0.0994,0.163,0.0888,0.1087,0,0,8D,3,5722,40221
1283,5,1.1607,0.407,0.3791,0.1754,0.1992,0,0,0,0,0,1+1+3,3,5727,40221
1284,5,1.2242,0.4498,0.4216,0.16,0.1928,0,0,0,0,0,1+1+3,3,5727,40221
1285,5,1.2146,0.426,0.4038,0.1863,0.1985,0,0,0,0,0,1+1+3,3,5727,40221
1286,5,0.4809,0.1107,0.1204,0.1186,0.1312,0,0,0,0,0,5R2,3,5727,40221
1287,5,0.4765,0.1132,0.1251,0.1051,0.1331,0,0,0,0,0,5R2,3,5727,40221
1288,5,0.4171,0.0968,0.1021,0.0981,0.1201,0,0,0,0,0,5R2,3,5727,40221
1289,5,0.4687,0.1123,0.1214,0.1108,0.1242,0,0,0,0,0,5R2,3,5727,40221
1290,5,0.4882,0.1145,0.1232,0.1095,0.141,0,0,0,0,0,5R2,3,5727,40221
1291,5,0.9064,0.2957,0.2963,0.1653,0.1491,0,0,0,0,0,1+1+3,3,5727,40221
1292,5,0.9674,0.3193,0.3263,0.1481,0.1737,0,0,0,0,0,1+1+3,3,5727,40221
1293,5,1.2018,0.4202,0.3875,0.1898,0.2043,0,0,0,0,0,1+1+3,3,5727,40221
1294,5,1.2109,0.4134,0.4116,0.1878,0.1981,0,0,0,0,0,1+1+3,3,5727,40221
1295,5,1.2164,0.4422,0.4145,0.161,0.1987,0,0,0,0,0,1+1+3,3,5727,40221
1296,5,1.1968,0.4266,0.3844,0.1978,0.188,0,0,0,0,0,1+1+3,3,5727,40221
1297,5,1.1986,0.3755,0.4331,0.2022,0.1878,0,0,0,0,0,1+1+3,3,5727,40221
1298,5,1.318,0.4591,0.4284,0.1995,0.231,0,0,0,0,0,1+1+3,3,5727,40221
1299,5,1.4078,0.4605,0.4537,0.2619,0.2317,0,0,0,0,0,1+1+3,3,5727,40221
1300,5,1.439,0.4856,0.4567,0.25,0.2467,0,0,0,0,0,1+1+3,3,5727,40221
1301,5,1.4009,0.484,0.4567,0.2244,0.2358,0,0,0,0,0,1+1+3,3,5727,40221
1302,5,1.3654,0.4354,0.4557,0.2429,0.2314,0,0,0,0,0,1+1+3,3,5727,40221
1303,5,1.3943,0.447,0.4817,0.2347,0.2309,0,0,0,0,0,1+1+3,3,5727,40221
1304,5,1.0039,0.4297,0.2193,0.1758,0.1791,0,0,0,0,0,1+1+3,3,5722,40221
1305,6,0.5877,0.1215,0.1166,0.0974,0.1017,0.1505,0,0,0,0,NOISE,3,5727,40221
1306,6,0.3763,0.0739,0.0941,0.0581,0.0669,0.0833,0,0,0,0,6D,3,5727,40221
1307,6,1.3485,0.4566,0.429,0.2164,0.0214,0.2251,0,0,0,0,NOISE,3,5727,40221
1308,6,1.0549,0.4261,0.2159,0.1662,0.1336,0.1131,0,0,0,0,NOISE,3,5722,40221
1309,10,0.7746,0.0439,0.1163,0.092,0.0632,0.0705,0.0817,0.0846,0.0952,0.1272,NOISE,3,5727,40221
1314,4,0.2454,0.0678,0.0728,0.1048,0,0,0,0,0,0,4R1,3,6070/6068,40221
1315,4,0.2643,0.0577,0.069,0.1376,0,0,0,0,0,0,4R1,3,6070/6068,40221
1316,5,1.3527,0.4583,0.4364,0.2352,0.2228,0,0,0,0,0,1+1+3,3,5560,40221
1317,5,1.2771,0.4536,0.4342,0.1862,0.2031,0,0,0,0,0,1+1+3,3,5560,40221
1318,5,1.2514,0.4501,0.4253,0.1804,0.1956,0,0,0,0,0,1+1+3,3,5560,40221
1319,5,1.2766,0.4482,0.419,0.2074,0.202,0,0,0,0,0,1+1+3,3,5560,40221
1320,5,1.257,0.4206,0.4292,0.2131,0.1941,0,0,0,0,0,1+1+3,3,5560,40221
1321,5,1.1831,0.3707,0.4154,0.2071,0.1899,0,0,0,0,0,1+1+3,3,5560,40221
1322,5,1.3224,0.4628,0.4476,0.2035,0.2085,0,0,0,0,0,1+1+3,3,5560,40221
1323,7,1.435,0.4926,0.2747,0.2248,0.1905,0.142,0.1104,0,0,0,7D,3,5722,40221
1324,7,1.248,0.4424,0.2087,0.1688,0.1973,0.131,0.0998,0,0,0,7D,3,5722,40221
1325,7,1.2756,0.4233,0.2323,0.1997,0.1648,0.1153,0.1402,0,0,0,7D,3,5722,40221
1326,7,1.2436,0.4354,0.2182,0.1847,0.1711,0.1154,0.1188,0,0,0,7D,3,5722,40221
1327,7,1.3107,0.4559,0.232,0.1878,0.1908,0.1343,0.1099,0,0,0,7D,3,5722,40221
1328,7,1.2936,0.4518,0.2278,0.1943,0.1852,0.1245,0.11,0,0,0,7D,3,5722,40221
1329,7,1.2786,0.4508,0.2127,0.2036,0.1706,0.1336,0.1073,0,0,0,7D,3,5722,40221
1330,7,1.3499,0.4773,0.2244,0.2064,0.1883,0.1351,0.1184,0,0,0,7D,3,5722,40221
1331,7,1.3075,0.4703,0.2173,0.2002,0.1868,0.1253,0.1076,0,0,0,7D,3,5722,40221
1332,7,1.2526,0.4183,0.2219,0.1931,0.1673,0.1183,0.1337,0,0,0,7D,3,5722,40221
1333,7,1.1938,0.3949,0.2106,0.1877,0.1657,0.1207,0.1142,0,0,0,7D,3,5722,40221
1334,8,1.4033,0.4539,0.2178,0.2004,0.18,0.1238,0.1045,0.1229,0,0,8D,3,5722,40221
1335,8,1.4237,0.443,0.2304,0.1967,0.1852,0.1308,0.1181,0.1195,0,0,8D,3,5722,40221
1336,8,1.408,0.4368,0.2356,0.1877,0.1785,0.1398,0.1038,0.1258,0,0,8D,3,5722,40221
1337,7,1.1966,0.4201,0.2142,0.1828,0.1604,0.1083,0.1108,0,0,0,7D,3,5722,40221
1338,5,0.5115,0.1134,0.1363,0.1171,0.1447,0,0,0,0,0,5R2,3,5727,40221
1339,5,0.5115,0.1296,0.1266,0.1055,0.1498,0,0,0,0,0,5R2,3,5727,40221
1340,5,0.5388,0.1152,0.1582,0.134,0.1314,0,0,0,0,0,5R2,3,5727,40221
1341,5,0.5544,0.1347,0.1438,0.1318,0.1441,0,0,0,0,0,5R2,3,5727,40221
1342,5,1.0543,0.4007,0.3836,0.177,0.093,0,0,0,0,0,1+1+3,3,5727,40221
1343,5,1.2384,0.4254,0.4145,0.2041,0.1944,0,0,0,0,0,1+1+3,3,5727,40221
1344,5,1.2219,0.4102,0.4131,0.2123,0.1863,0,0,0,0,0,1+1+3,3,5727,40221
1345,5,1.2579,0.418,0.4214,0.2116,0.2069,0,0,0,0,0,1+1+3,3,5727,40221
1346,5,1.3355,0.4608,0.4519,0.2008,0.222,0,0,0,0,0,1+1+3,3,5727,40221
1347,5,1.274,0.4534,0.4141,0.2,0.2065,0,0,0,0,0,1+1+3,3,5727,40221
1348,5,1.3365,0.4654,0.4457,0.2103,0.2151,0,0,0,0,0,1+1+3,3,5727,40221
1349,5,1.3661,0.4812,0.4411,0.2119,0.2319,0,0,0,0,0,1+1+3,3,5727,40221
1350,5,0.5209,0.1381,0.1308,0.1165,0.1355,0,0,0,0,0,5R2,3,5727,40221
1351,6,0.8735,0.3109,0.1846,0.1556,0.1247,0.0977,0,0,0,0,NOISE,3,5722,40221
1352,6,0.923,0.2911,0.2056,0.1804,0.1332,0.1127,0,0,0,0,NOISE,3,5722,40221
1353,6,1.0918,0.4171,0.2176,0.1772,0.1629,0.117,0,0,0,0,NOISE,3,5722,40221
1354,7,1.5214,0.4301,0.3609,0.1263,0.1525,0.1757,0.2759,0,0,0,NOISE,3,5727,40221
1355,7,1.0057,0.3443,0.185,0.1546,0.1289,0.0963,0.0966,0,0,0,7D,3,5722,40221
1356,7,1.2075,0.4307,0.1922,0.1871,0.1365,0.103,0.158,0,0,0,7D,3,5722,40221
1357,7,1.1647,0.4125,0.1978,0.1836,0.1503,0.1108,0.1097,0,0,0,7D,3,5722,40221
1358,7,1.2225,0.4306,0.2095,0.1909,0.1518,0.1068,0.1329,0,0,0,7D,3,5722,40221
1359,7,1.2098,0.4372,0.2073,0.2025,0.142,0.113,0.1078,0,0,0,7D,3,5722,40221
1360,7,1.2801,0.4407,0.2294,0.202,0.165,0.1227,0.1203,0,0,0,7D,3,5722,40221
1361,7,1.2687,0.4476,0.2247,0.1832,0.1637,0.1316,0.1179,0,0,0,7D,3,5722,40221
1362,7,1.2674,0.4361,0.2262,0.1805,0.1699,0.1203,0.1344,0,0,0,7D,3,5722,40221
1363,7,1.2983,0.4536,0.2387,0.1925,0.1715,0.122,0.12,0,0,0,7D,3,5722,40221
1364,9,0.8286,0.0778,0.1054,0.0872,0.0811,0.0788,0.0961,0.1233,0.1789,0,9I,3,5727,40221
1366,5,1.3178,0.4698,0.4308,0.2066,0.2106,0,0,0,0,0,1+1+3,3,5727,40221
1367,4,0.191,0.0563,0.0539,0.0808,0,0,0,0,0,0,4R1,3,6070/6068,40221
1368,4,0.2413,0.0578,0.0719,0.1116,0,0,0,0,0,0,4R1,3,6070/6068,40221
1369,5,0.2827,0.07,0.0601,0.0689,0.0837,0,0,0,0,0,5R1,3,6070/6068,40221
1370,5,1.3148,0.4553,0.4233,0.2304,0.2058,0,0,0,0,0,1+1+3,3,5727,40221
1371,5,1.351,0.4659,0.459,0.2002,0.2259,0,0,0,0,0,1+1+3,3,5727,40221
1372,5,1.3043,0.4593,0.4413,0.2027,0.201,0,0,0,0,0,1+1+3,3,5727,40221
1373,5,1.3146,0.4535,0.4525,0.1915,0.2171,0,0,0,0,0,1+1+3,3,5727,40221
1374,5,0.5062,0.1168,0.1485,0.1156,0.1253,0,0,0,0,0,5R2,3,5727,40221
1375,5,0.4836,0.1152,0.1238,0.1197,0.1249,0,0,0,0,0,5R2,3,5727,40221
1376,5,0.487,0.121,0.125,0.1098,0.1312,0,0,0,0,0,5R2,3,5727,40221
1377,5,0.5254,0.1261,0.1213,0.1236,0.1544,0,0,0,0,0,5R2,3,5727,40221
1378,5,1.1647,0.424,0.3835,0.1764,0.1808,0,0,0,0,0,1+1+3,3,5727,40221
1379,5,1.2608,0.4491,0.3904,0.2172,0.2041,0,0,0,0,0,1+1+3,3,5727,40221
1380,5,0.5331,0.131,0.1366,0.1229,0.1426,0,0,0,0,0,5R2,3,5727,40221
1381,6,0.3387,0.072,0.0615,0.0611,0.0642,0.0799,0,0,0,0,6D,3,6070/6068,40221
1382,6,0.2001,0.0211,0.0247,0.0346,0.0459,0.0738,0,0,0,0,6I,3,6070/6068,40221
1383,6,1.4875,0.4286,0.4186,0.1942,0.1758,0.2703,0,0,0,0,NOISE,3,5727,40221
1384,6,0.9142,0.3221,0.1851,0.1498,0.1204,0.1368,0,0,0,0,NOISE,3,5722,40221
1385,6,0.8992,0.3238,0.1891,0.1685,0.1229,0.0949,0,0,0,0,NOISE,3,5722,40221
1386,6,1.027,0.3407,0.1997,0.289,0.0927,0.1049,0,0,0,0,NOISE,3,5722,40221
1387,6,0.9578,0.3408,0.2095,0.1646,0.1405,0.1024,0,0,0,0,NOISE,3,5722,40221
1388,6,1.0268,0.3851,0.2145,0.1791,0.1424,0.1057,0,0,0,0,NOISE,3,5722,40221
1389,7,1.0814,0.3545,0.2085,0.1777,0.1248,0.1037,0.1122,0,0,0,7D,3,5722,40221
1390,7,1.208,0.4215,0.2191,0.1797,0.16,0.1228,0.1049,0,0,0,7D,3,5722,40221
1391,7,1.1263,0.3827,0.2042,0.1512,0.1188,0.1048,0.1646,0,0,0,7D,3,5722,40221
1392,7,1.1039,0.3969,0.1998,0.1619,0.1273,0.1024,0.1156,0,0,0,7D,3,5722,40221
1393,7,1.0207,0.3554,0.1847,0.1538,0.1013,0.1095,0.116,0,0,0,7D,3,5722,40221
1394,7,1.1416,0.3878,0.2347,0.1697,0.1334,0.1011,0.1149,0,0,0,7D,3,5722,40221
1395,7,1.2079,0.4155,0.2217,0.1822,0.1482,0.1093,0.131,0,0,0,7D,3,5722,40221
1396,7,1.1338,0.3751,0.2032,0.1823,0.1459,0.1217,0.1056,0,0,0,7D,3,5722,40221
1397,8,1.2042,0.3771,0.1789,0.1746,0.1498,0.1017,0.0943,0.1278,0,0,8D,3,5722,40221
1402,5,1.3071,0.4339,0.448,0.2126,0.2126,0,0,0,0,0,1+1+3,3,5727,40221
1403,5,0.5115,0.1148,0.1235,0.1315,0.1417,0,0,0,0,0,5R2,3,5727,40221
1404,3,0.1588,0.0695,0.0893,0,0,0,0,0,0,0,3R,3,6070/6068,40221
1405,3,0.1286,0.0551,0.0735,0,0,0,0,0,0,0,3R,3,6070/6068,40221
1406,3,0.1507,0.0633,0.0874,0,0,0,0,0,0,0,3R,3,6070/6068,40221
1407,3,0.1172,0.0516,0.0656,0,0,0,0,0,0,0,3R,3,6070/6068,40221
1408,4,0.2914,0.0681,0.0768,0.1465,0,0,0,0,0,0,4R1,3,6070/6068,40221
1409,4,0.1516,0.0349,0.0477,0.069,0,0,0,0,0,0,4R1,3,6070/6068,40221
1410,4,0.2418,0.0674,0.0703,0.1041,0,0,0,0,0,0,4R1,3,6070/6068,40221
1411,4,0.2212,0.045,0.0596,0.1166,0,0,0,0,0,0,4R1,3,6070/6068,40221
1412,4,0.2468,0.0689,0.0796,0.0983,0,0,0,0,0,0,4R1,3,6070/6068,40221
1413,4,0.4999,0.2445,0.1463,0.1091,0,0,0,0,0,0,4D,3,5722,40221
1414,4,0.4846,0.2344,0.1425,0.1077,0,0,0,0,0,0,4D,3,5722,40221
1415,4,0.5067,0.2503,0.144,0.1124,0,0,0,0,0,0,4D,3,5722,40221
1416,4,0.5144,0.2545,0.1649,0.095,0,0,0,0,0,0,4D,3,5722,40221
1417,4,0.5084,0.2556,0.1539,0.0989,0,0,0,0,0,0,4D,3,5722,40221
1418,4,0.5102,0.2471,0.163,0.1001,0,0,0,0,0,0,4D,3,5722,40221
1419,5,0.2389,0.0524,0.0514,0.0564,0.0787,0,0,0,0,0,5R1,3,6070/6068,40221
1420,5,0.3322,0.0874,0.0976,0.075,0.0722,0,0,0,0,0,5R1,3,5727,40221
1421,5,0.3285,0.0876,0.0956,0.0742,0.0711,0,0,0,0,0,5R1,3,5727,40221
1422,5,0.3285,0.0856,0.0944,0.0764,0.0721,0,0,0,0,0,5R1,3,5727,40221
1423,5,0.3017,0.0802,0.0797,0.0738,0.068,0,0,0,0,0,5R1,3,5727,40221
1424,5,0.3051,0.0799,0.0829,0.0716,0.0707,0,0,0,0,0,5R1,3,5727,40221
1425,5,0.3197,0.0901,0.0879,0.0726,0.0691,0,0,0,0,0,5R1,3,5727,40221
1426,5,0.3205,0.0819,0.0938,0.0774,0.0674,0,0,0,0,0,5R1,3,5727,40221
1427,5,0.9954,0.3365,0.3285,0.1732,0.1572,0,0,0,0,0,1+1+3,3,5722,40221
1428,5,0.9714,0.3231,0.3124,0.1686,0.1673,0,0,0,0,0,1+1+3,3,5722,40221
1429,6,1.2108,0.388,0.2313,0.18,0.1725,0.239,0,0,0,0,NOISE,3,5722,40221
1430,7,1.3198,0.463,0.2211,0.2252,0.1524,0.1379,0.1202,0,0,0,7D,3,5722,40221
1431,7,1.3654,0.4686,0.2534,0.186,0.1965,0.1479,0.113,0,0,0,7D,3,5722,40221
1432,7,1.3539,0.4602,0.2459,0.2141,0.1668,0.132,0.1349,0,0,0,7D,3,5722,40221
1433,7,1.3175,0.4468,0.2451,0.2057,0.1624,0.1372,0.1203,0,0,0,7D,3,5722,40221
1434,7,1.361,0.4808,0.2458,0.2044,0.1829,0.1411,0.106,0,0,0,7D,3,5722,40221
1435,7,1.3135,0.452,0.2391,0.179,0.192,0.1337,0.1177,0,0,0,7D,3,5722,40221
1436,7,1.0573,0.3466,0.225,0.1557,0.1362,0.1037,0.0901,0,0,0,7D,3,5722,40221
1437,7,1.1653,0.407,0.2006,0.1789,0.1508,0.115,0.113,0,0,0,7D,3,5722,40221
1438,7,1.2562,0.434,0.219,0.1899,0.1678,0.1296,0.1159,0,0,0,7D,3,5722,40221
1439,7,1.1481,0.3817,0.2193,0.1685,0.1471,0.1286,0.1029,0,0,0,7D,3,5722,40221
1440,7,1.2613,0.4256,0.223,0.1823,0.1776,0.1383,0.1145,0,0,0,7D,3,5722,40221
1441,7,1.2333,0.3995,0.239,0.1832,0.1644,0.1228,0.1244,0,0,0,7D,3,5722,40221
