source,source_coda_id,coda_type_gero21,classifier_origin
hersh2022_pacific,20131803,7-NOISE,discovery-noise
hersh2022_pacific,20131804,4P7,discovery-cluster
hersh2022_pacific,20131805,10iP2,discovery-cluster
hersh2022_pacific,20131806,6+1+1+1,discovery-cluster
hersh2022_pacific,20131807,1+31,pacific-matched
hersh2022_pacific,20131808,1+31,pacific-matched
hersh2022_pacific,20131809,7R,pacific-matched
hersh2022_pacific,20131810,5+1+1,discovery-cluster
hersh2022_pacific,20131811,5+1+1,discovery-cluster
hersh2022_pacific,20131812,7-NOISE,discovery-noise
hersh2022_pacific,20131813,8i,pacific-matched
hersh2022_pacific,20131814,8i,pacific-matched
hersh2022_pacific,20131815,7i,pacific-matched
hersh2022_pacific,20131816,8i,pacific-matched
hersh2022_pacific,20131817,9i,pacific-matched
hersh2022_pacific,20131818,9-NOISE,discovery-noise
hersh2022_pacific,20131819,6-NOISE,discovery-noise
hersh2022_pacific,20131820,10iP2,discovery-cluster
hersh2022_pacific,20131821,10iP2,discovery-cluster
hersh2022_pacific,20131823,8i,pacific-matched
hersh2022_pacific,20131824,7-NOISE,discovery-noise
hersh2022_pacific,20131827,4R1,pacific-matched
hersh2022_pacific,20131828,6-NOISE,discovery-noise
hersh2022_pacific,20131829,6-NOISE,discovery-noise
hersh2022_pacific,20131830,7-NOISE,discovery-noise
hersh2022_pacific,20131831,6-NOISE,discovery-noise
hersh2022_pacific,20131832,6-NOISE,discovery-noise
hersh2022_pacific,20131833,8-NOISE,discovery-noise
hersh2022_pacific,20131834,6-NOISE,discovery-noise
hersh2022_pacific,20131835,6-NOISE,discovery-noise
hersh2022_pacific,20131836,6-NOISE,discovery-noise
hersh2022_pacific,20131837,5-NOISE,discovery-noise
hersh2022_pacific,20131838,5+1+1,discovery-cluster
hersh2022_pacific,20131839,7-NOISE,discovery-noise
hersh2022_pacific,20131840,5-NOISE,discovery-noise
hersh2022_pacific,20131841,6-NOISE,discovery-noise
hersh2022_pacific,20131842,5-NOISE,discovery-noise
hersh2022_pacific,20131843,5-NOISE,discovery-noise
hersh2022_pacific,20131844,7-NOISE,discovery-noise
hersh2022_pacific,20131845,4+1,discovery-cluster
hersh2022_pacific,20131846,5-NOISE,discovery-noise
hersh2022_pacific,20131847,6-NOISE,discovery-noise
hersh2022_pacific,20131848,6-NOISE,discovery-noise
hersh2022_pacific,20131849,6-NOISE,discovery-noise
hersh2022_pacific,20131850,6-NOISE,discovery-noise
hersh2022_pacific,20131851,7-NOISE,discovery-noise
hersh2022_pacific,20131852,6-NOISE,discovery-noise
hersh2022_pacific,20131854,8-NOISE,discovery-noise
hersh2022_pacific,20131857,2+1+1+1+1,discovery-cluster
hersh2022_pacific,20131923,2+3,pacific-matched
hersh2022_pacific,20131924,7i,pacific-matched
hersh2022_pacific,20131925,3+1,discovery-cluster
hersh2022_pacific,20131926,4R1,pacific-matched
hersh2022_pacific,20131927,6-NOISE,discovery-noise
hersh2022_pacific,20131928,8R,pacific-matched
hersh2022_pacific,20131929,2+1+1,discovery-cluster
hersh2022_pacific,20131930,9-NOISE,discovery-noise
hersh2022_pacific,20131931,7-NOISE,discovery-noise
hersh2022_pacific,20131932,3D,pacific-matched
hersh2022_pacific,20131933,2+3,pacific-matched
hersh2022_pacific,20131934,4R1,pacific-matched
hersh2022_pacific,20131935,4R1,pacific-matched
hersh2022_pacific,20131936,4R1,pacific-matched
hersh2022_pacific,20131938,4R2,pacific-matched
hersh2022_pacific,20131939,4R1,pacific-matched
hersh2022_pacific,20131940,9-NOISE,discovery-noise
hersh2022_pacific,20131941,10iP2,discovery-cluster
hersh2022_pacific,20131942,4R1,pacific-matched
hersh2022_pacific,20131943,3D,pacific-matched
hersh2022_pacific,20131944,3D,pacific-matched
hersh2022_pacific,20131945,3D,pacific-matched
hersh2022_pacific,20131946,3D,pacific-matched
hersh2022_pacific,20131947,3D,pacific-matched
hersh2022_pacific,20131948,1+31,pacific-matched
hersh2022_pacific,20131949,3D,pacific-matched
hersh2022_pacific,20131950,3+1,discovery-cluster
hersh2022_pacific,20131951,5-NOISE,discovery-noise
hersh2022_pacific,20131952,4D,pacific-matched
hersh2022_pacific,20131953,3D,pacific-matched
hersh2022_pacific,20131954,3+1,discovery-cluster
hersh2022_pacific,20131955,4D,pacific-matched
hersh2022_pacific,20131956,4D,pacific-matched
hersh2022_pacific,20131957,3D,pacific-matched
hersh2022_pacific,20131958,3D,pacific-matched
hersh2022_pacific,20131959,5-NOISE,discovery-noise
hersh2022_pacific,20131960,5P4,discovery-cluster
hersh2022_pacific,20131961,5R2,pacific-matched
hersh2022_pacific,20131962,4R2,pacific-matched
hersh2022_pacific,20131963,3D,pacific-matched
hersh2022_pacific,20131964,9-NOISE,discovery-noise
hersh2022_pacific,20131965,3D,pacific-matched
hersh2022_pacific,20131966,3D,pacific-matched
hersh2022_pacific,20131967,6-NOISE,discovery-noise
hersh2022_pacific,20131968,4R1,pacific-matched
hersh2022_pacific,20131969,6-NOISE,discovery-noise
hersh2022_pacific,20131970,8-NOISE,discovery-noise
hersh2022_pacific,20131971,5R3,pacific-matched
hersh2022_pacific,20131972,3D,pacific-matched
hersh2022_pacific,20131973,4P1,discovery-cluster
hersh2022_pacific,20131974,3D,pacific-matched
hersh2022_pacific,20131975,3D,pacific-matched
hersh2022_pacific,20131976,7i,pacific-matched
hersh2022_pacific,20131977,3D,pacific-matched
hersh2022_pacific,20131978,4R1,pacific-matched
hersh2022_pacific,20131979,3R,pacific-matched
hersh2022_pacific,20131980,4R1,pacific-matched
hersh2022_pacific,20131981,6-NOISE,discovery-noise
hersh2022_pacific,20131982,7-NOISE,discovery-noise
hersh2022_pacific,20131983,7D1,pacific-matched
hersh2022_pacific,20131984,1+31,pacific-matched
hersh2022_pacific,20131985,3P13,discovery-cluster
hersh2022_pacific,20131986,3RP3,discovery-cluster
hersh2022_pacific,20182049,6-NOISE,discovery-noise
hersh2022_pacific,20182050,6-NOISE,discovery-noise
hersh2022_pacific,20182051,6-NOISE,discovery-noise
hersh2022_pacific,20182052,6-NOISE,discovery-noise
hersh2022_pacific,20182053,4+1,discovery-cluster
hersh2022_pacific,20182054,4+1,discovery-cluster
hersh2022_pacific,20182055,5-NOISE,discovery-noise
hersh2022_pacific,20182056,5-NOISE,discovery-noise
hersh2022_pacific,20182057,6-NOISE,discovery-noise
hersh2022_pacific,20182058,4RP8,discovery-cluster
hersh2022_pacific,20182059,6-NOISE,discovery-noise
hersh2022_pacific,20182060,4RP8,discovery-cluster
hersh2022_pacific,20182061,6-NOISE,discovery-noise
hersh2022_pacific,20182062,6-NOISE,discovery-noise
hersh2022_pacific,20182063,4RP8,discovery-cluster
hersh2022_pacific,20182064,4RP8,discovery-cluster
hersh2022_pacific,20182065,4RP8,discovery-cluster
hersh2022_pacific,20182066,4RP8,discovery-cluster
hersh2022_pacific,20182067,6-NOISE,discovery-noise
hersh2022_pacific,20182068,6-NOISE,discovery-noise
hersh2022_pacific,20182069,4RP8,discovery-cluster
hersh2022_pacific,20182070,6-NOISE,discovery-noise
hersh2022_pacific,20182071,4RP8,discovery-cluster
hersh2022_pacific,20182072,4RP8,discovery-cluster
hersh2022_pacific,20182073,6-NOISE,discovery-noise
hersh2022_pacific,20182074,6-NOISE,discovery-noise
hersh2022_pacific,20182075,5+1+1,discovery-cluster
hersh2022_pacific,20182076,5-NOISE,discovery-noise
hersh2022_pacific,20182077,6-NOISE,discovery-noise
hersh2022_pacific,20182078,6-NOISE,discovery-noise
hersh2022_pacific,20182079,6-NOISE,discovery-noise
hersh2022_pacific,20182080,4+1,discovery-cluster
hersh2022_pacific,20182081,4+1,discovery-cluster
hersh2022_pacific,20182082,4+1,discovery-cluster
hersh2022_pacific,20182083,4+1,discovery-cluster
hersh2022_pacific,20182084,4+1,discovery-cluster
hersh2022_pacific,20182085,4+1,discovery-cluster
hersh2022_pacific,20182086,4RP5,discovery-cluster
hersh2022_pacific,20182087,4RP5,discovery-cluster
hersh2022_pacific,20182088,4RP5,discovery-cluster
hersh2022_pacific,20182089,4+1,discovery-cluster
hersh2022_pacific,20182090,6i,pacific-matched
hersh2022_pacific,20182091,4P7,discovery-cluster
hersh2022_pacific,20182092,4+1,discovery-cluster
hersh2022_pacific,20182093,4+1,discovery-cluster
hersh2022_pacific,20182094,4+1,discovery-cluster
hersh2022_pacific,20182095,6-NOISE,discovery-noise
hersh2022_pacific,20182096,4+1,discovery-cluster
hersh2022_pacific,20182097,6-NOISE,discovery-noise
hersh2022_pacific,20182098,6-NOISE,discovery-noise
hersh2022_pacific,20182099,6-NOISE,discovery-noise
hersh2022_pacific,20182100,6-NOISE,discovery-noise
hersh2022_pacific,20182101,6-NOISE,discovery-noise
hersh2022_pacific,20182102,6-NOISE,discovery-noise
hersh2022_pacific,20182103,6-NOISE,discovery-noise
hersh2022_pacific,20182104,6-NOISE,discovery-noise
hersh2022_pacific,20182105,4P1,discovery-cluster
hersh2022_pacific,20182106,6-NOISE,discovery-noise
hersh2022_pacific,20182107,6-NOISE,discovery-noise
hersh2022_pacific,20182108,4+1,discovery-cluster
hersh2022_pacific,20182109,5+1+1,discovery-cluster
hersh2022_pacific,20182110,5+1+1,discovery-cluster
hersh2022_pacific,20182111,5+1+1,discovery-cluster
hersh2022_pacific,20182112,6-NOISE,discovery-noise
hersh2022_pacific,4723,5R3,pacific-matched
hersh2022_pacific,4724,5R2,pacific-matched
hersh2022_pacific,4725,5R2,pacific-matched
hersh2022_pacific,4726,5R2,pacific-matched
hersh2022_pacific,4727,5R2,pacific-matched
hersh2022_pacific,4728,5R2,pacific-matched
hersh2022_pacific,4729,8R,pacific-matched
hersh2022_pacific,4730,7R,pacific-matched
hersh2022_pacific,4731,3RP3,discovery-cluster
hersh2022_pacific,4732,8R,pacific-matched
hersh2022_pacific,4733,5R2,pacific-matched
hersh2022_pacific,4734,5R2,pacific-matched
hersh2022_pacific,4735,7D1,pacific-matched
hersh2022_pacific,4736,8R,pacific-matched
hersh2022_pacific,4737,1+1+3,pacific-matched
hersh2022_pacific,4738,4R2,pacific-matched
hersh2022_pacific,4739,6i,pacific-matched
hersh2022_pacific,4740,5R2,pacific-matched
hersh2022_pacific,4741,4R1,pacific-matched
hersh2022_pacific,4742,5R2,pacific-matched
hersh2022_pacific,4743,5R2,pacific-matched
hersh2022_pacific,4744,1+1+3,pacific-matched
hersh2022_pacific,4745,7R,pacific-matched
hersh2022_pacific,4746,7D1,pacific-matched
hersh2022_pacific,4747,6R,pacific-matched
hersh2022_pacific,4748,6R,pacific-matched
hersh2022_pacific,4749,6R,pacific-matched
hersh2022_pacific,4750,6R,pacific-matched
hersh2022_pacific,4751,9R,pacific-matched
hersh2022_pacific,4752,1+1+3,pacific-matched
hersh2022_pacific,4753,1+1+3,pacific-matched
hersh2022_pacific,4754,5R2,pacific-matched
hersh2022_pacific,4755,5R2,pacific-matched
hersh2022_pacific,4756,1+1+3,pacific-matched
hersh2022_pacific,4757,1+1+3,pacific-matched
hersh2022_pacific,4758,1+1+3,pacific-matched
hersh2022_pacific,4759,1+1+3,pacific-matched
hersh2022_pacific,4760,1+1+3,pacific-matched
hersh2022_pacific,4761,1+1+3,pacific-matched
hersh2022_pacific,4762,1+1+3,pacific-matched
hersh2022_pacific,4763,5R3,pacific-matched
hersh2022_pacific,4764,8R,pacific-matched
hersh2022_pacific,4765,7R,pacific-matched
hersh2022_pacific,4766,10R,pacific-matched
hersh2022_pacific,4767,8R,pacific-matched
hersh2022_pacific,4768,1+1+3,pacific-matched
hersh2022_pacific,4769,5R3,pacific-matched
hersh2022_pacific,4770,6R,pacific-matched
hersh2022_pacific,4771,6R,pacific-matched
hersh2022_pacific,4772,7iP6,discovery-cluster
hersh2022_pacific,4773,10R,pacific-matched
hersh2022_pacific,4774,5R3,pacific-matched
hersh2022_pacific,4775,1+1+3,pacific-matched
hersh2022_pacific,4776,1+1+3,pacific-matched
hersh2022_pacific,4777,1+1+3,pacific-matched
hersh2022_pacific,4778,4D,pacific-matched
hersh2022_pacific,4779,6i,pacific-matched
hersh2022_pacific,4780,7iP6,discovery-cluster
hersh2022_pacific,4781,10R,pacific-matched
hersh2022_pacific,4782,9R,pacific-matched
hersh2022_pacific,4876,5R3,pacific-matched
hersh2022_pacific,4877,6R,pacific-matched
hersh2022_pacific,4878,4R2,pacific-matched
hersh2022_pacific,4879,5R3,pacific-matched
hersh2022_pacific,4880,8R,pacific-matched
hersh2022_pacific,4881,7R,pacific-matched
hersh2022_pacific,4882,6R,pacific-matched
hersh2022_pacific,4883,6R,pacific-matched
hersh2022_pacific,4884,9R,pacific-matched
hersh2022_pacific,4885,8R,pacific-matched
hersh2022_pacific,4886,7D1,pacific-matched
hersh2022_pacific,4887,8R,pacific-matched
hersh2022_pacific,4888,9R,pacific-matched
hersh2022_pacific,4889,1+1+3,pacific-matched
hersh2022_pacific,4890,7R,pacific-matched
hersh2022_pacific,4891,7R,pacific-matched
hersh2022_pacific,4892,3P13,discovery-cluster
hersh2022_pacific,4893,7D1,pacific-matched
hersh2022_pacific,4894,5R2,pacific-matched
hersh2022_pacific,4895,1+1+3,pacific-matched
hersh2022_pacific,4896,6-NOISE,discovery-noise
hersh2022_pacific,4897,5R2,pacific-matched
hersh2022_pacific,4898,5R2,pacific-matched
hersh2022_pacific,4899,6-NOISE,discovery-noise
hersh2022_pacific,4900,3D,pacific-matched
hersh2022_pacific,4901,10RP1,discovery-cluster
hersh2022_pacific,4902,9R,pacific-matched
hersh2022_pacific,4903,8R,pacific-matched
hersh2022_pacific,4904,1+1+3,pacific-matched
hersh2022_pacific,4905,1+1+3,pacific-matched
hersh2022_pacific,4906,6R,pacific-matched
hersh2022_pacific,4907,1+1+3,pacific-matched
hersh2022_pacific,4908,5R3,pacific-matched
hersh2022_pacific,4909,5R3,pacific-matched
hersh2022_pacific,4910,3D,pacific-matched
hersh2022_pacific,4911,8R,pacific-matched
hersh2022_pacific,4912,7R,pacific-matched
hersh2022_pacific,4913,8R,pacific-matched
hersh2022_pacific,4914,7D1,pacific-matched
hersh2022_pacific,4915,1+1+3,pacific-matched
hersh2022_pacific,4916,6R,pacific-matched
hersh2022_pacific,4917,10RP1,discovery-cluster
hersh2022_pacific,4918,1+1+3,pacific-matched
hersh2022_pacific,4919,8R,pacific-matched
hersh2022_pacific,4920,8R,pacific-matched
hersh2022_pacific,4921,7R,pacific-matched
hersh2022_pacific,4922,1+1+3,pacific-matched
hersh2022_pacific,4923,7R,pacific-matched
hersh2022_pacific,4924,1+1+3,pacific-matched
hersh2022_pacific,4925,6R,pacific-matched
hersh2022_pacific,4926,1+1+3,pacific-matched
hersh2022_pacific,4927,5R3,pacific-matched
hersh2022_pacific,4928,7D1,pacific-matched
hersh2022_pacific,4929,8R,pacific-matched
hersh2022_pacific,4930,1+1+3,pacific-matched
hersh2022_pacific,4931,6R,pacific-matched
hersh2022_pacific,4932,10R,pacific-matched
hersh2022_pacific,4933,1+1+3,pacific-matched
hersh2022_pacific,4934,7D1,pacific-matched
hersh2022_pacific,4935,1+1+3,pacific-matched
hersh2022_pacific,4936,7D1,pacific-matched
hersh2022_pacific,4937,1+1+3,pacific-matched
hersh2022_pacific,4938,1+1+3,pacific-matched
hersh2022_pacific,4939,7D1,pacific-matched
hersh2022_pacific,4940,8R,pacific-matched
hersh2022_pacific,4941,7D1,pacific-matched
hersh2022_pacific,4942,1+1+3,pacific-matched
hersh2022_pacific,4943,1+1+3,pacific-matched
hersh2022_pacific,4944,9R,pacific-matched
hersh2022_pacific,4945,7D1,pacific-matched
hersh2022_pacific,4946,1+1+3,pacific-matched
hersh2022_pacific,1284,7D1,pacific-matched
hersh2022_pacific,1285,9R,pacific-matched
hersh2022_pacific,1286,1+1+3,pacific-matched
hersh2022_pacific,1287,8R,pacific-matched
hersh2022_pacific,1288,7D1,pacific-matched
hersh2022_pacific,1289,8R,pacific-matched
hersh2022_pacific,1290,1+1+3,pacific-matched
hersh2022_pacific,1291,7D1,pacific-matched
hersh2022_pacific,1292,1+1+3,pacific-matched
hersh2022_pacific,1293,6R,pacific-matched
hersh2022_pacific,1294,8R,pacific-matched
hersh2022_pacific,1295,8R,pacific-matched
hersh2022_pacific,1296,7D1,pacific-matched
hersh2022_pacific,1297,6R,pacific-matched
hersh2022_pacific,1298,1+1+3,pacific-matched
hersh2022_pacific,1299,1+1+3,pacific-matched
hersh2022_pacific,1300,1+1+3,pacific-matched
hersh2022_pacific,1301,1+1+3,pacific-matched
hersh2022_pacific,1302,8R,pacific-matched
hersh2022_pacific,1303,7R,pacific-matched
hersh2022_pacific,1304,9R,pacific-matched
hersh2022_pacific,1305,7D1,pacific-matched
hersh2022_pacific,1306,1+1+3,pacific-matched
hersh2022_pacific,1307,5R3,pacific-matched
hersh2022_pacific,1308,7D1,pacific-matched
hersh2022_pacific,1309,1+1+3,pacific-matched
hersh2022_pacific,1310,6i,pacific-matched
hersh2022_pacific,1311,1+1+3,pacific-matched
hersh2022_pacific,1312,1+1+3,pacific-matched
hersh2022_pacific,1313,6R,pacific-matched
hersh2022_pacific,1314,5R3,pacific-matched
hersh2022_pacific,1315,7R,pacific-matched
hersh2022_pacific,1316,5R3,pacific-matched
hersh2022_pacific,1317,5R3,pacific-matched
hersh2022_pacific,1318,6R,pacific-matched
hersh2022_pacific,1319,6R,pacific-matched
hersh2022_pacific,1320,7R,pacific-matched
hersh2022_pacific,1321,8R,pacific-matched
hersh2022_pacific,1322,5R3,pacific-matched
hersh2022_pacific,1323,6R,pacific-matched
hersh2022_pacific,1324,6R,pacific-matched
hersh2022_pacific,1325,8R,pacific-matched
hersh2022_pacific,1326,4R2,pacific-matched
hersh2022_pacific,1327,5R3,pacific-matched
hersh2022_pacific,1328,8R,pacific-matched
hersh2022_pacific,1329,6R,pacific-matched
hersh2022_pacific,1330,1+1+3,pacific-matched
hersh2022_pacific,1331,6-NOISE,discovery-noise
hersh2022_pacific,1332,7D1,pacific-matched
hersh2022_pacific,1333,1+1+3,pacific-matched
hersh2022_pacific,1334,1+1+3,pacific-matched
hersh2022_pacific,1335,1+1+3,pacific-matched
hersh2022_pacific,1336,1+1+3,pacific-matched
hersh2022_pacific,1337,1+1+3,pacific-matched
hersh2022_pacific,1338,1+1+3,pacific-matched
hersh2022_pacific,1339,5R3,pacific-matched
hersh2022_pacific,1340,7R,pacific-matched
hersh2022_pacific,1341,6R,pacific-matched
hersh2022_pacific,1342,1+1+3,pacific-matched
hersh2022_pacific,1343,1+1+3,pacific-matched
hersh2022_pacific,1344,7R,pacific-matched
hersh2022_pacific,1345,7R,pacific-matched
hersh2022_pacific,1346,6R,pacific-matched
hersh2022_pacific,1347,7R,pacific-matched
hersh2022_pacific,1348,6R,pacific-matched
hersh2022_pacific,1349,5R3,pacific-matched
hersh2022_pacific,1350,1+1+3,pacific-matched
hersh2022_pacific,1351,1+1+3,pacific-matched
hersh2022_pacific,20180485,8R,pacific-matched
hersh2022_pacific,20180486,8R,pacific-matched
hersh2022_pacific,20180487,8R,pacific-matched
hersh2022_pacific,20180488,5P4,discovery-cluster
hersh2022_pacific,20180489,8-NOISE,discovery-noise
hersh2022_pacific,20180490,8R,pacific-matched
hersh2022_pacific,20180491,8R,pacific-matched
hersh2022_pacific,20180492,8R,pacific-matched
hersh2022_pacific,20180493,8R,pacific-matched
hersh2022_pacific,20180494,8-NOISE,discovery-noise
hersh2022_pacific,20180495,5R2,pacific-matched
hersh2022_pacific,20180496,4R1,pacific-matched
hersh2022_pacific,20180497,6-NOISE,discovery-noise
hersh2022_pacific,20180498,6i,pacific-matched
hersh2022_pacific,20180499,6i,pacific-matched
hersh2022_pacific,20180500,5R2,pacific-matched
hersh2022_pacific,20180501,6i,pacific-matched
hersh2022_pacific,20180502,4P4,discovery-cluster
hersh2022_pacific,20180503,6-NOISE,discovery-noise
hersh2022_pacific,20180504,7i,pacific-matched
hersh2022_pacific,20180505,7i,pacific-matched
hersh2022_pacific,20180506,5P4,discovery-cluster
hersh2022_pacific,20180507,5R3,pacific-matched
hersh2022_pacific,20180508,5R3,pacific-matched
hersh2022_pacific,20180509,5R3,pacific-matched
hersh2022_pacific,20180510,5R3,pacific-matched
hersh2022_pacific,20180511,5R3,pacific-matched
hersh2022_pacific,20180512,5R3,pacific-matched
hersh2022_pacific,1987125,5R3,pacific-matched
hersh2022_pacific,1987126,7D1,pacific-matched
hersh2022_pacific,1987127,8R,pacific-matched
hersh2022_pacific,1987128,7D1,pacific-matched
hersh2022_pacific,1987129,8iP3,discovery-cluster
hersh2022_pacific,1987130,7RP5,discovery-cluster
hersh2022_pacific,1987131,8R,pacific-matched
hersh2022_pacific,1987132,6iP2,discovery-cluster
hersh2022_pacific,1987133,6R,pacific-matched
hersh2022_pacific,1987134,8R,pacific-matched
hersh2022_pacific,1987135,4R2,pacific-matched
hersh2022_pacific,1987136,8R,pacific-matched
hersh2022_pacific,1987137,6iP2,discovery-cluster
hersh2022_pacific,1987138,6iP2,discovery-cluster
hersh2022_pacific,1987140,4R2,pacific-matched
hersh2022_pacific,1987142,4R2,pacific-matched
hersh2022_pacific,1987143,7iP3,discovery-cluster
hersh2022_pacific,1987145,6iP3,discovery-cluster
hersh2022_pacific,1987146,7iP3,discovery-cluster
hersh2022_pacific,1987147,1+1+3,pacific-matched
hersh2022_pacific,1987148,10R,pacific-matched
hersh2022_pacific,1987149,7i,pacific-matched
hersh2022_pacific,1987150,6iP2,discovery-cluster
hersh2022_pacific,1987151,8R,pacific-matched
hersh2022_pacific,1987152,6iP2,discovery-cluster
hersh2022_pacific,1987154,9R,pacific-matched
hersh2022_pacific,1987155,8i,pacific-matched
hersh2022_pacific,1987156,9R,pacific-matched
hersh2022_pacific,1987157,7D1,pacific-matched
hersh2022_pacific,1987158,9R,pacific-matched
hersh2022_pacific,1987159,8i,pacific-matched
hersh2022_pacific,1987160,8R,pacific-matched
hersh2022_pacific,1987161,7iP3,discovery-cluster
hersh2022_pacific,1987162,4R2,pacific-matched
hersh2022_pacific,1987256,5P4,discovery-cluster
hersh2022_pacific,1987257,5P4,discovery-cluster
hersh2022_pacific,1987258,5P4,discovery-cluster
hersh2022_pacific,1987259,5P4,discovery-cluster
hersh2022_pacific,1987260,5P4,discovery-cluster
hersh2022_pacific,1987261,7i,pacific-matched
hersh2022_pacific,1987262,6i,pacific-matched
hersh2022_pacific,1987263,6R,pacific-matched
hersh2022_pacific,1987264,6iP2,discovery-cluster
hersh2022_pacific,1987265,5R3,pacific-matched
hersh2022_pacific,1987266,5R2,pacific-matched
hersh2022_pacific,1987268,6iP2,discovery-cluster
hersh2022_pacific,1987269,2+1+1+1,discovery-cluster
hersh2022_pacific,1987270,7D1,pacific-matched
hersh2022_pacific,1987271,6iP2,discovery-cluster
hersh2022_pacific,1987272,8i,pacific-matched
hersh2022_pacific,1987273,5R3,pacific-matched
hersh2022_pacific,1987274,8R,pacific-matched
hersh2022_pacific,1987275,5P4,discovery-cluster
hersh2022_pacific,1987276,8R,pacific-matched
hersh2022_pacific,1987277,8R,pacific-matched
hersh2022_pacific,1987278,5R3,pacific-matched
hersh2022_pacific,1987279,5P4,discovery-cluster
hersh2022_pacific,1987280,5R3,pacific-matched
hersh2022_pacific,1987281,5R3,pacific-matched
hersh2022_pacific,1987282,5R3,pacific-matched
hersh2022_pacific,1987283,5R3,pacific-matched
hersh2022_pacific,1987284,5R3,pacific-matched
hersh2022_pacific,1987285,5R3,pacific-matched
hersh2022_pacific,1987286,6iP2,discovery-cluster
hersh2022_pacific,91191,8R,pacific-matched
hersh2022_pacific,91193,8R,pacific-matched
hersh2022_pacific,91194,8i,pacific-matched
hersh2022_pacific,91195,7-NOISE,discovery-noise
hersh2022_pacific,91196,5R3,pacific-matched
hersh2022_pacific,91197,8i,pacific-matched
hersh2022_pacific,91198,8R,pacific-matched
hersh2022_pacific,91199,8R,pacific-matched
hersh2022_pacific,91200,7RP3,discovery-cluster
hersh2022_pacific,91201,7R,pacific-matched
hersh2022_pacific,91202,5P4,discovery-cluster
hersh2022_pacific,91203,9RP2,discovery-cluster
hersh2022_pacific,91205,7D1,pacific-matched
hersh2022_pacific,91206,10R,pacific-matched
hersh2022_pacific,91207,5R3,pacific-matched
hersh2022_pacific,91208,6iP2,discovery-cluster
hersh2022_pacific,91209,5R3,pacific-matched
hersh2022_pacific,91210,5P4,discovery-cluster
hersh2022_pacific,91211,5R3,pacific-matched
hersh2022_pacific,91212,5P4,discovery-cluster
hersh2022_pacific,91213,5R3,pacific-matched
hersh2022_pacific,91214,5P4,discovery-cluster
hersh2022_pacific,91215,8R,pacific-matched
hersh2022_pacific,91216,7i,pacific-matched
hersh2022_pacific,91217,8i,pacific-matched
hersh2022_pacific,91218,8i,pacific-matched
hersh2022_pacific,91219,3RP3,discovery-cluster
hersh2022_pacific,91220,8R,pacific-matched
hersh2022_pacific,91221,5P4,discovery-cluster
hersh2022_pacific,91222,5R3,pacific-matched
hersh2022_pacific,91223,5R3,pacific-matched
hersh2022_pacific,91224,5P4,discovery-cluster
hersh2022_pacific,91225,5R3,pacific-matched
hersh2022_pacific,91226,5R3,pacific-matched
hersh2022_pacific,91227,5P4,discovery-cluster
hersh2022_pacific,91228,5P4,discovery-cluster
hersh2022_pacific,91229,5P4,discovery-cluster
hersh2022_pacific,91230,5P4,discovery-cluster
hersh2022_pacific,91231,5P4,discovery-cluster
hersh2022_pacific,91232,8-NOISE,discovery-noise
hersh2022_pacific,1875,7D1,pacific-matched
hersh2022_pacific,1876,5R3,pacific-matched
hersh2022_pacific,1877,7D1,pacific-matched
hersh2022_pacific,1878,1+1+3,pacific-matched
hersh2022_pacific,1879,6R,pacific-matched
hersh2022_pacific,1880,8R,pacific-matched
hersh2022_pacific,1881,5R3,pacific-matched
hersh2022_pacific,1882,5R3,pacific-matched
hersh2022_pacific,1883,7R,pacific-matched
hersh2022_pacific,1884,7R,pacific-matched
hersh2022_pacific,1885,7R,pacific-matched
hersh2022_pacific,1886,8R,pacific-matched
hersh2022_pacific,1887,7D1,pacific-matched
hersh2022_pacific,1888,1+1+3,pacific-matched
hersh2022_pacific,1889,1+1+3,pacific-matched
hersh2022_pacific,1890,7D1,pacific-matched
hersh2022_pacific,1891,6R,pacific-matched
hersh2022_pacific,1892,1+1+3,pacific-matched
hersh2022_pacific,1893,7D1,pacific-matched
hersh2022_pacific,1894,7R,pacific-matched
hersh2022_pacific,1895,6R,pacific-matched
hersh2022_pacific,1896,5R3,pacific-matched
hersh2022_pacific,1897,6R,pacific-matched
hersh2022_pacific,1898,4R2,pacific-matched
hersh2022_pacific,1899,8R,pacific-matched
hersh2022_pacific,1900,7R,pacific-matched
hersh2022_pacific,1901,6R,pacific-matched
hersh2022_pacific,1902,6R,pacific-matched
hersh2022_pacific,1903,6R,pacific-matched
hersh2022_pacific,1904,6R,pacific-matched
hersh2022_pacific,1905,7R,pacific-matched
hersh2022_pacific,1906,1+1+3,pacific-matched
hersh2022_pacific,1907,6R,pacific-matched
hersh2022_pacific,1908,7D1,pacific-matched
hersh2022_pacific,1909,5R3,pacific-matched
hersh2022_pacific,1910,1+1+3,pacific-matched
hersh2022_pacific,1911,8RP1,discovery-cluster
hersh2022_pacific,1912,1+1+3,pacific-matched
hersh2022_pacific,1913,6R,pacific-matched
hersh2022_pacific,1914,9R,pacific-matched
hersh2022_pacific,1915,8R,pacific-matched
hersh2022_pacific,1916,3D,pacific-matched
hersh2022_pacific,1917,9R,pacific-matched
hersh2022_pacific,1918,8R,pacific-matched
hersh2022_pacific,1919,5R2,pacific-matched
hersh2022_pacific,1920,9R,pacific-matched
hersh2022_pacific,1921,1+1+3,pacific-matched
hersh2022_pacific,1922,8R,pacific-matched
hersh2022_pacific,1923,5R2,pacific-matched
