source,source_coda_id,coda_type_gero21,classifier_origin
hersh2022_pacific,20131422,4RP3,discovery-cluster
hersh2022_pacific,20131423,4R2,pacific-matched
hersh2022_pacific,20131424,4R2,pacific-matched
hersh2022_pacific,20131425,1+31,pacific-matched
hersh2022_pacific,20131426,4RP3,discovery-cluster
hersh2022_pacific,20131427,5R2,pacific-matched
hersh2022_pacific,20131428,3P1,discovery-cluster
hersh2022_pacific,20131429,3P1,discovery-cluster
hersh2022_pacific,20131430,4RP3,discovery-cluster
hersh2022_pacific,20131431,3P1,discovery-cluster
hersh2022_pacific,20131432,3P1,discovery-cluster
hersh2022_pacific,20131433,4R2,pacific-matched
hersh2022_pacific,20131434,4R2,pacific-matched
hersh2022_pacific,20131435,4R2,pacific-matched
hersh2022_pacific,20131436,4D,pacific-matched
hersh2022_pacific,20131437,4RP4,discovery-cluster
hersh2022_pacific,20131438,4R2,pacific-matched
hersh2022_pacific,20131439,4R2,pacific-matched
hersh2022_pacific,20131440,1+31,pacific-matched
hersh2022_pacific,20131441,4R2,pacific-matched
hersh2022_pacific,20131442,4R2,pacific-matched
hersh2022_pacific,20131443,4R2,pacific-matched
hersh2022_pacific,20131444,4R2,pacific-matched
hersh2022_pacific,3117,6iP2,discovery-cluster
hersh2022_pacific,3118,4R2,pacific-matched
hersh2022_pacific,3119,5R3,pacific-matched
hersh2022_pacific,3120,5R3,pacific-matched
hersh2022_pacific,3121,5P4,discovery-cluster
hersh2022_pacific,3122,5R3,pacific-matched
hersh2022_pacific,3123,7i,pacific-matched
hersh2022_pacific,3124,7i,pacific-matched
hersh2022_pacific,3125,8R,pacific-matched
hersh2022_pacific,3126,8R,pacific-matched
hersh2022_pacific,3127,5P4,discovery-cluster
hersh2022_pacific,3128,4R2,pacific-matched
hersh2022_pacific,3129,5R3,pacific-matched
hersh2022_pacific,3130,5P4,discovery-cluster
hersh2022_pacific,3131,5P4,discovery-cluster
hersh2022_pacific,3132,5P4,discovery-cluster
hersh2022_pacific,3133,5P4,discovery-cluster
hersh2022_pacific,3134,5R3,pacific-matched
hersh2022_pacific,3135,8i,pacific-matched
hersh2022_pacific,3136,8i,pacific-matched
hersh2022_pacific,3137,6iP2,discovery-cluster
hersh2022_pacific,3138,8R,pacific-matched
hersh2022_pacific,3139,4R2,pacific-matched
hersh2022_pacific,3140,4R2,pacific-matched
hersh2022_pacific,3141,5P4,discovery-cluster
hersh2022_pacific,3143,7-NOISE,discovery-noise
hersh2022_pacific,3144,7i,pacific-matched
hersh2022_pacific,3145,5R3,pacific-matched
hersh2022_pacific,3146,7i,pacific-matched
hersh2022_pacific,3147,6R,pacific-matched
hersh2022_pacific,3148,6iP2,discovery-cluster
hersh2022_pacific,3149,3RP3,discovery-cluster
hersh2022_pacific,3151,6i,pacific-matched
hersh2022_pacific,3152,9-NOISE,discovery-noise
hersh2022_pacific,3153,7i,pacific-matched
hersh2022_pacific,3154,4R2,pacific-matched
hersh2022_pacific,3156,4R2,pacific-matched
hersh2022_pacific,3157,5P4,discovery-cluster
hersh2022_pacific,3159,8R,pacific-matched
hersh2022_pacific,3160,5P4,discovery-cluster
hersh2022_pacific,3161,6iP2,discovery-cluster
hersh2022_pacific,3162,5P4,discovery-cluster
hersh2022_pacific,3163,5R3,pacific-matched
hersh2022_pacific,3164,5P4,discovery-cluster
hersh2022_pacific,3165,5R3,pacific-matched
hersh2022_pacific,3166,5R3,pacific-matched
hersh2022_pacific,3167,6iP3,discovery-cluster
hersh2022_pacific,3168,4R2,pacific-matched
hersh2022_pacific,3169,6iP3,discovery-cluster
hersh2022_pacific,3170,8R,pacific-matched
hersh2022_pacific,3171,4R2,pacific-matched
hersh2022_pacific,3172,5R2,pacific-matched
hersh2022_pacific,3173,8i,pacific-matched
hersh2022_pacific,3174,6i,pacific-matched
hersh2022_pacific,3175,8R,pacific-matched
hersh2022_pacific,3176,3D,pacific-matched
hersh2022_pacific,3177,5R2,pacific-matched
hersh2022_pacific,3178,10RP2,discovery-cluster
hersh2022_pacific,3180,4R2,pacific-matched
hersh2022_pacific,3181,5R3,pacific-matched
hersh2022_pacific,3182,4R2,pacific-matched
hersh2022_pacific,3183,6iP2,discovery-cluster
hersh2022_pacific,3185,5R3,pacific-matched
hersh2022_pacific,3186,7i,pacific-matched
hersh2022_pacific,3187,7i,pacific-matched
hersh2022_pacific,3188,9R,pacific-matched
hersh2022_pacific,3190,9R,pacific-matched
hersh2022_pacific,3191,7iP3,discovery-cluster
hersh2022_pacific,3192,5P4,discovery-cluster
hersh2022_pacific,3193,4R2,pacific-matched
hersh2022_pacific,3194,8iP3,discovery-cluster
hersh2022_pacific,3195,3D,pacific-matched
hersh2022_pacific,3196,6iP2,discovery-cluster
hersh2022_pacific,3197,4R2,pacific-matched
hersh2022_pacific,3199,5R3,pacific-matched
hersh2022_pacific,3200,7R,pacific-matched
hersh2022_pacific,3201,5R3,pacific-matched
hersh2022_pacific,3202,7iP5,discovery-cluster
hersh2022_pacific,3203,6iP2,discovery-cluster
hersh2022_pacific,3204,7-NOISE,discovery-noise
hersh2022_pacific,3205,9R,pacific-matched
hersh2022_pacific,3206,7RP5,discovery-cluster
hersh2022_pacific,3207,8R,pacific-matched
hersh2022_pacific,3208,5P4,discovery-cluster
hersh2022_pacific,3209,8R,pacific-matched
hersh2022_pacific,3210,6iP2,discovery-cluster
hersh2022_pacific,3211,7iP4,discovery-cluster
hersh2022_pacific,3212,6iP2,discovery-cluster
hersh2022_pacific,3213,5P4,discovery-cluster
hersh2022_pacific,3215,7iP4,discovery-cluster
hersh2022_pacific,3216,8R,pacific-matched
hersh2022_pacific,3217,7-NOISE,discovery-noise
hersh2022_pacific,3218,5R3,pacific-matched
hersh2022_pacific,3219,7iP3,discovery-cluster
hersh2022_pacific,3221,8R,pacific-matched
hersh2022_pacific,3222,6R,pacific-matched
hersh2022_pacific,3223,7RP5,discovery-cluster
hersh2022_pacific,3224,6iP2,discovery-cluster
hersh2022_pacific,3226,8i,pacific-matched
hersh2022_pacific,3227,8i,pacific-matched
hersh2022_pacific,3228,9R,pacific-matched
hersh2022_pacific,3229,6-NOISE,discovery-noise
hersh2022_pacific,3230,7i,pacific-matched
hersh2022_pacific,3231,8R,pacific-matched
hersh2022_pacific,3232,8i,pacific-matched
hersh2022_pacific,3233,7i,pacific-matched
hersh2022_pacific,3235,5R3,pacific-matched
hersh2022_pacific,3236,5R3,pacific-matched
hersh2022_pacific,3237,4R2,pacific-matched
hersh2022_pacific,3238,9R,pacific-matched
hersh2022_pacific,3240,7i,pacific-matched
hersh2022_pacific,3241,5R3,pacific-matched
hersh2022_pacific,3242,4R2,pacific-matched
hersh2022_pacific,3243,6R,pacific-matched
hersh2022_pacific,3244,1+1+3,pacific-matched
hersh2022_pacific,3245,7RP5,discovery-cluster
hersh2022_pacific,3246,6iP2,discovery-cluster
hersh2022_pacific,3247,4-NOISE,discovery-noise
hersh2022_pacific,3248,9R,pacific-matched
hersh2022_pacific,3249,4R2,pacific-matched
hersh2022_pacific,3251,6iP2,discovery-cluster
hersh2022_pacific,3252,9-NOISE,discovery-noise
hersh2022_pacific,3253,4R2,pacific-matched
hersh2022_pacific,3254,2+3,pacific-matched
hersh2022_pacific,3255,5R3,pacific-matched
hersh2022_pacific,3256,4R2,pacific-matched
hersh2022_pacific,3257,6iP2,discovery-cluster
hersh2022_pacific,3258,6iP2,discovery-cluster
hersh2022_pacific,3259,4R2,pacific-matched
hersh2022_pacific,3261,9R,pacific-matched
hersh2022_pacific,3262,6iP2,discovery-cluster
hersh2022_pacific,3263,10R,pacific-matched
hersh2022_pacific,3264,4R2,pacific-matched
hersh2022_pacific,3265,4R2,pacific-matched
hersh2022_pacific,3266,4R2,pacific-matched
hersh2022_pacific,3267,8-NOISE,discovery-noise
hersh2022_pacific,3268,5R3,pacific-matched
hersh2022_pacific,3269,4R2,pacific-matched
hersh2022_pacific,3270,7iP1,discovery-cluster
hersh2022_pacific,3271,6iP2,discovery-cluster
hersh2022_pacific,3273,8iP3,discovery-cluster
hersh2022_pacific,3274,6-NOISE,discovery-noise
hersh2022_pacific,3275,9-NOISE,discovery-noise
hersh2022_pacific,3276,4R2,pacific-matched
hersh2022_pacific,3277,6iP2,discovery-cluster
hersh2022_pacific,3278,6R,pacific-matched
hersh2022_pacific,3280,6i,pacific-matched
hersh2022_pacific,3281,9R,pacific-matched
hersh2022_pacific,3282,6iP2,discovery-cluster
hersh2022_pacific,3283,1+1+3,pacific-matched
hersh2022_pacific,3284,8iP3,discovery-cluster
hersh2022_pacific,3285,8RP2,discovery-cluster
hersh2022_pacific,3286,8-NOISE,discovery-noise
hersh2022_pacific,3287,8i,pacific-matched
hersh2022_pacific,3288,8i,pacific-matched
hersh2022_pacific,3289,9i,pacific-matched
hersh2022_pacific,3290,9i,pacific-matched
hersh2022_pacific,3291,5R3,pacific-matched
hersh2022_pacific,3293,4R2,pacific-matched
hersh2022_pacific,3294,6R,pacific-matched
hersh2022_pacific,3295,7iP4,discovery-cluster
hersh2022_pacific,3296,6iP2,discovery-cluster
hersh2022_pacific,3297,4R2,pacific-matched
hersh2022_pacific,3298,6iP2,discovery-cluster
hersh2022_pacific,3299,4R2,pacific-matched
hersh2022_pacific,3300,4R2,pacific-matched
hersh2022_pacific,3302,9-NOISE,discovery-noise
hersh2022_pacific,3303,6R,pacific-matched
hersh2022_pacific,3304,4R2,pacific-matched
hersh2022_pacific,3305,6iP2,discovery-cluster
hersh2022_pacific,3306,4R2,pacific-matched
hersh2022_pacific,3307,4RP1,discovery-cluster
hersh2022_pacific,3308,4R2,pacific-matched
hersh2022_pacific,3309,4R2,pacific-matched
hersh2022_pacific,3312,7iP1,discovery-cluster
hersh2022_pacific,3313,6i,pacific-matched
hersh2022_pacific,3314,4R2,pacific-matched
hersh2022_pacific,3315,8iP3,discovery-cluster
hersh2022_pacific,3316,6iP2,discovery-cluster
hersh2022_pacific,3317,6iP2,discovery-cluster
hersh2022_pacific,3318,8R,pacific-matched
hersh2022_pacific,3319,1+1+3,pacific-matched
hersh2022_pacific,3320,5R3,pacific-matched
hersh2022_pacific,3321,6-NOISE,discovery-noise
hersh2022_pacific,3322,4R2,pacific-matched
hersh2022_pacific,3323,6iP2,discovery-cluster
hersh2022_pacific,3324,8i,pacific-matched
hersh2022_pacific,3325,6R,pacific-matched
hersh2022_pacific,3326,6iP2,discovery-cluster
hersh2022_pacific,3327,8R,pacific-matched
hersh2022_pacific,3328,8i,pacific-matched
hersh2022_pacific,3329,5R3,pacific-matched
hersh2022_pacific,3330,9R,pacific-matched
hersh2022_pacific,3331,4R2,pacific-matched
hersh2022_pacific,3332,8i,pacific-matched
hersh2022_pacific,3333,8R,pacific-matched
hersh2022_pacific,3334,6R,pacific-matched
hersh2022_pacific,3335,6iP2,discovery-cluster
hersh2022_pacific,3336,4R2,pacific-matched
hersh2022_pacific,3337,7i,pacific-matched
hersh2022_pacific,3338,5R3,pacific-matched
hersh2022_pacific,3339,7R,pacific-matched
hersh2022_pacific,3340,4R2,pacific-matched
hersh2022_pacific,3341,8R,pacific-matched
hersh2022_pacific,3342,5R3,pacific-matched
hersh2022_pacific,3343,7D1,pacific-matched
hersh2022_pacific,3344,4R2,pacific-matched
hersh2022_pacific,3345,6iP2,discovery-cluster
hersh2022_pacific,3346,5R3,pacific-matched
hersh2022_pacific,3347,5P4,discovery-cluster
hersh2022_pacific,3348,7iP3,discovery-cluster
hersh2022_pacific,3349,4R2,pacific-matched
hersh2022_pacific,3350,6R,pacific-matched
hersh2022_pacific,3351,7D1,pacific-matched
hersh2022_pacific,3352,4R2,pacific-matched
hersh2022_pacific,3353,6-NOISE,discovery-noise
hersh2022_pacific,3354,4R2,pacific-matched
hersh2022_pacific,3355,7iP4,discovery-cluster
hersh2022_pacific,3356,6R,pacific-matched
hersh2022_pacific,3357,5R3,pacific-matched
hersh2022_pacific,3358,4P4,discovery-cluster
hersh2022_pacific,3359,6iP2,discovery-cluster
hersh2022_pacific,3360,5R3,pacific-matched
hersh2022_pacific,3361,6iP2,discovery-cluster
hersh2022_pacific,3362,4R2,pacific-matched
hersh2022_pacific,3363,5P4,discovery-cluster
hersh2022_pacific,3364,8iP3,discovery-cluster
hersh2022_pacific,3365,4R2,pacific-matched
hersh2022_pacific,3366,6-NOISE,discovery-noise
hersh2022_pacific,3367,5R3,pacific-matched
hersh2022_pacific,3368,7iP4,discovery-cluster
hersh2022_pacific,3369,5R3,pacific-matched
hersh2022_pacific,3370,6iP2,discovery-cluster
hersh2022_pacific,3371,5R3,pacific-matched
hersh2022_pacific,3372,5P4,discovery-cluster
hersh2022_pacific,3373,4R2,pacific-matched
hersh2022_pacific,3374,4R2,pacific-matched
hersh2022_pacific,3375,6iP2,discovery-cluster
hersh2022_pacific,3376,4R2,pacific-matched
hersh2022_pacific,3377,4R2,pacific-matched
hersh2022_pacific,3378,9-NOISE,discovery-noise
hersh2022_pacific,3379,4R2,pacific-matched
hersh2022_pacific,3380,4R2,pacific-matched
hersh2022_pacific,3382,4R2,pacific-matched
hersh2022_pacific,3383,7R,pacific-matched
hersh2022_pacific,3384,7-NOISE,discovery-noise
hersh2022_pacific,3385,4R2,pacific-matched
hersh2022_pacific,3386,5R3,pacific-matched
hersh2022_pacific,3387,5P4,discovery-cluster
hersh2022_pacific,3388,9i,pacific-matched
hersh2022_pacific,3389,5P4,discovery-cluster
hersh2022_pacific,3390,6iP2,discovery-cluster
hersh2022_pacific,3391,6iP2,discovery-cluster
hersh2022_pacific,3392,5R3,pacific-matched
hersh2022_pacific,3393,6iP2,discovery-cluster
hersh2022_pacific,3394,5P4,discovery-cluster
hersh2022_pacific,3395,5P4,discovery-cluster
hersh2022_pacific,3396,5P4,discovery-cluster
hersh2022_pacific,3397,5R3,pacific-matched
hersh2022_pacific,3398,6iP2,discovery-cluster
hersh2022_pacific,3399,5P4,discovery-cluster
hersh2022_pacific,3400,5R3,pacific-matched
hersh2022_pacific,3401,6iP2,discovery-cluster
hersh2022_pacific,3402,5R3,pacific-matched
hersh2022_pacific,3403,5P4,discovery-cluster
hersh2022_pacific,3404,7iP4,discovery-cluster
hersh2022_pacific,3405,6iP2,discovery-cluster
hersh2022_pacific,3406,5R3,pacific-matched
hersh2022_pacific,3407,4R2,pacific-matched
hersh2022_pacific,3408,5P4,discovery-cluster
hersh2022_pacific,3409,7iP4,discovery-cluster
hersh2022_pacific,3410,5R3,pacific-matched
hersh2022_pacific,3411,8i,pacific-matched
hersh2022_pacific,3412,6iP2,discovery-cluster
hersh2022_pacific,3413,4R2,pacific-matched
hersh2022_pacific,3414,4R2,pacific-matched
hersh2022_pacific,3415,8iP3,discovery-cluster
hersh2022_pacific,3416,4R2,pacific-matched
hersh2022_pacific,3418,8iP3,discovery-cluster
hersh2022_pacific,3419,4P4,discovery-cluster
hersh2022_pacific,3420,6iP2,discovery-cluster
hersh2022_pacific,3422,4R2,pacific-matched
hersh2022_pacific,3423,5-NOISE,discovery-noise
hersh2022_pacific,3424,8iP3,discovery-cluster
hersh2022_pacific,3425,4R2,pacific-matched
hersh2022_pacific,3426,6iP3,discovery-cluster
hersh2022_pacific,3427,4R2,pacific-matched
hersh2022_pacific,3428,4R2,pacific-matched
hersh2022_pacific,3429,4R2,pacific-matched
hersh2022_pacific,3430,4R2,pacific-matched
hersh2022_pacific,3431,7D1,pacific-matched
hersh2022_pacific,3432,9R,pacific-matched
hersh2022_pacific,3433,5R3,pacific-matched
hersh2022_pacific,3434,8i,pacific-matched
hersh2022_pacific,3435,6R,pacific-matched
hersh2022_pacific,3436,6R,pacific-matched
hersh2022_pacific,3437,4R2,pacific-matched
hersh2022_pacific,3438,6iP2,discovery-cluster
hersh2022_pacific,3439,6R,pacific-matched
hersh2022_pacific,3440,6R,pacific-matched
hersh2022_pacific,1987239,8i,pacific-matched
hersh2022_pacific,1987240,5P4,discovery-cluster
hersh2022_pacific,1987241,5R3,pacific-matched
hersh2022_pacific,1987242,8i,pacific-matched
hersh2022_pacific,1987245,4R2,pacific-matched
hersh2022_pacific,1987246,7D1,pacific-matched
hersh2022_pacific,1987247,8R,pacific-matched
hersh2022_pacific,1987248,7i,pacific-matched
hersh2022_pacific,1987249,6iP2,discovery-cluster
hersh2022_pacific,1987250,7i,pacific-matched
hersh2022_pacific,1987251,7iP5,discovery-cluster
hersh2022_pacific,1987252,5R2,pacific-matched
hersh2022_pacific,1987253,4R2,pacific-matched
hersh2022_pacific,20130026,2+3,pacific-matched
hersh2022_pacific,20130027,5R2,pacific-matched
hersh2022_pacific,20130028,5-NOISE,discovery-noise
hersh2022_pacific,20130029,5R2,pacific-matched
hersh2022_pacific,20130030,5-NOISE,discovery-noise
hersh2022_pacific,20130031,5-NOISE,discovery-noise
hersh2022_pacific,20130032,5-NOISE,discovery-noise
hersh2022_pacific,20130033,5R2,pacific-matched
hersh2022_pacific,20130034,2+3,pacific-matched
hersh2022_pacific,20130035,5R3,pacific-matched
hersh2022_pacific,20130036,5R3,pacific-matched
hersh2022_pacific,20130037,5R3,pacific-matched
hersh2022_pacific,20130038,5R2,pacific-matched
hersh2022_pacific,20130039,7i,pacific-matched
hersh2022_pacific,20130040,6+1+1,discovery-cluster
hersh2022_pacific,20130041,6+1+1,discovery-cluster
hersh2022_pacific,20130042,8i,pacific-matched
hersh2022_pacific,20130043,6+1+1,discovery-cluster
hersh2022_pacific,20130044,8i,pacific-matched
hersh2022_pacific,20130045,5R1,pacific-matched
hersh2022_pacific,20130046,6i,pacific-matched
hersh2022_pacific,20130047,7i,pacific-matched
hersh2022_pacific,20130048,7i,pacific-matched
hersh2022_pacific,20130049,8i,pacific-matched
hersh2022_pacific,20130050,8i,pacific-matched
hersh2022_pacific,20130051,8i,pacific-matched
hersh2022_pacific,20130052,8i,pacific-matched
hersh2022_pacific,20130053,8i,pacific-matched
hersh2022_pacific,20130054,8i,pacific-matched
hersh2022_pacific,20130055,8i,pacific-matched
hersh2022_pacific,20130056,8i,pacific-matched
hersh2022_pacific,20130057,8i,pacific-matched
hersh2022_pacific,20130058,8i,pacific-matched
hersh2022_pacific,20130059,8i,pacific-matched
hersh2022_pacific,20130060,8-NOISE,discovery-noise
hersh2022_pacific,20130061,4R2,pacific-matched
hersh2022_pacific,20130062,8i,pacific-matched
hersh2022_pacific,20130063,8R,pacific-matched
hersh2022_pacific,20130064,8i,pacific-matched
hersh2022_pacific,20130065,7i,pacific-matched
hersh2022_pacific,20130066,7i,pacific-matched
hersh2022_pacific,20130067,7i,pacific-matched
hersh2022_pacific,20130068,7i,pacific-matched
hersh2022_pacific,20130069,3RP3,discovery-cluster
hersh2022_pacific,20130070,4R2,pacific-matched
hersh2022_pacific,20130071,5-NOISE,discovery-noise
hersh2022_pacific,20130072,8R,pacific-matched
hersh2022_pacific,20130073,5R2,pacific-matched
hersh2022_pacific,20130074,4R2,pacific-matched
hersh2022_pacific,20130075,5-NOISE,discovery-noise
hersh2022_pacific,20130076,5R3,pacific-matched
hersh2022_pacific,20130077,2+3,pacific-matched
hersh2022_pacific,20130078,1+31,pacific-matched
hersh2022_pacific,20130079,7-NOISE,discovery-noise
hersh2022_pacific,20130080,6-NOISE,discovery-noise
hersh2022_pacific,20130081,8i,pacific-matched
hersh2022_pacific,20130082,6-NOISE,discovery-noise
hersh2022_pacific,20130083,7i,pacific-matched
hersh2022_pacific,20130084,8i,pacific-matched
hersh2022_pacific,20130085,8i,pacific-matched
hersh2022_pacific,20130086,5R2,pacific-matched
hersh2022_pacific,20130087,5R2,pacific-matched
hersh2022_pacific,20130088,8-NOISE,discovery-noise
hersh2022_pacific,20130089,5R2,pacific-matched
hersh2022_pacific,20130090,9-NOISE,discovery-noise
hersh2022_pacific,20130091,5R2,pacific-matched
hersh2022_pacific,20130092,8i,pacific-matched
hersh2022_pacific,20130093,5R2,pacific-matched
hersh2022_pacific,20130094,8i,pacific-matched
hersh2022_pacific,20130095,8i,pacific-matched
hersh2022_pacific,20130096,8i,pacific-matched
hersh2022_pacific,20130097,10iP2,discovery-cluster
hersh2022_pacific,20130098,9i,pacific-matched
hersh2022_pacific,20130099,8i,pacific-matched
hersh2022_pacific,20130100,8i,pacific-matched
hersh2022_pacific,20130101,8i,pacific-matched
hersh2022_pacific,20130102,8i,pacific-matched
hersh2022_pacific,20130103,8i,pacific-matched
hersh2022_pacific,20130104,8i,pacific-matched
hersh2022_pacific,20130105,5R2,pacific-matched
hersh2022_pacific,20130106,5R2,pacific-matched
hersh2022_pacific,20130107,5R2,pacific-matched
hersh2022_pacific,20130108,5R2,pacific-matched
hersh2022_pacific,20130109,2+3,pacific-matched
hersh2022_pacific,20130110,2+3,pacific-matched
hersh2022_pacific,20130111,2+3,pacific-matched
hersh2022_pacific,20130112,2+3,pacific-matched
hersh2022_pacific,20130113,2+3,pacific-matched
hersh2022_pacific,20130114,2+3,pacific-matched
hersh2022_pacific,20130115,2+3,pacific-matched
hersh2022_pacific,20130116,8i,pacific-matched
hersh2022_pacific,20130117,5R3,pacific-matched
hersh2022_pacific,20130118,4R2,pacific-matched
hersh2022_pacific,20130119,9i,pacific-matched
hersh2022_pacific,20130120,8i,pacific-matched
hersh2022_pacific,20130121,1+31,pacific-matched
hersh2022_pacific,20130122,1+31,pacific-matched
hersh2022_pacific,20130123,1+31,pacific-matched
hersh2022_pacific,20130125,7i,pacific-matched
hersh2022_pacific,20130127,9i,pacific-matched
hersh2022_pacific,20130128,8i,pacific-matched
hersh2022_pacific,20130129,6+1+1+1,discovery-cluster
hersh2022_pacific,20130130,9i,pacific-matched
hersh2022_pacific,20130131,5R2,pacific-matched
hersh2022_pacific,20130132,7i,pacific-matched
hersh2022_pacific,20130134,10i,pacific-matched
hersh2022_pacific,20130135,6-NOISE,discovery-noise
hersh2022_pacific,20130136,7i,pacific-matched
hersh2022_pacific,20130137,7i,pacific-matched
hersh2022_pacific,20130138,4R2,pacific-matched
hersh2022_pacific,20130139,6-NOISE,discovery-noise
hersh2022_pacific,20130140,4R2,pacific-matched
hersh2022_pacific,20130141,4R2,pacific-matched
hersh2022_pacific,20130142,4R2,pacific-matched
hersh2022_pacific,20130144,4R2,pacific-matched
hersh2022_pacific,20130145,1+31,pacific-matched
hersh2022_pacific,20130146,2+3,pacific-matched
hersh2022_pacific,20130147,1+31,pacific-matched
hersh2022_pacific,20130148,2+3,pacific-matched
hersh2022_pacific,20130149,5R2,pacific-matched
hersh2022_pacific,20130150,9i,pacific-matched
hersh2022_pacific,20130151,5R2,pacific-matched
hersh2022_pacific,20130152,9i,pacific-matched
hersh2022_pacific,20130153,5R2,pacific-matched
hersh2022_pacific,20130154,9i,pacific-matched
hersh2022_pacific,20130155,9i,pacific-matched
hersh2022_pacific,20130156,5R2,pacific-matched
hersh2022_pacific,20130157,7i,pacific-matched
hersh2022_pacific,20130158,9i,pacific-matched
hersh2022_pacific,20130159,7RP1,discovery-cluster
hersh2022_pacific,20130160,4R1,pacific-matched
hersh2022_pacific,20130161,9i,pacific-matched
hersh2022_pacific,20130162,9i,pacific-matched
hersh2022_pacific,20130163,5R2,pacific-matched
hersh2022_pacific,20130164,2+3,pacific-matched
hersh2022_pacific,20130165,2+3,pacific-matched
hersh2022_pacific,20130166,2+3,pacific-matched
hersh2022_pacific,20130167,2+3,pacific-matched
hersh2022_pacific,20130168,8i,pacific-matched
hersh2022_pacific,20130169,4R2,pacific-matched
hersh2022_pacific,20130170,4R2,pacific-matched
hersh2022_pacific,20130171,8i,pacific-matched
hersh2022_pacific,20130172,4R2,pacific-matched
hersh2022_pacific,20130173,10i,pacific-matched
hersh2022_pacific,20130174,10i,pacific-matched
hersh2022_pacific,20130175,7RP1,discovery-cluster
hersh2022_pacific,20130176,10i,pacific-matched
hersh2022_pacific,20130178,7-NOISE,discovery-noise
hersh2022_pacific,20130179,10i,pacific-matched
hersh2022_pacific,20130180,10i,pacific-matched
hersh2022_pacific,20130181,9i,pacific-matched
hersh2022_pacific,20130182,10i,pacific-matched
hersh2022_pacific,20130184,10i,pacific-matched
hersh2022_pacific,20130185,9i,pacific-matched
hersh2022_pacific,20130186,4R2,pacific-matched
hersh2022_pacific,20130187,4R2,pacific-matched
hersh2022_pacific,20130188,7i,pacific-matched
hersh2022_pacific,20130189,7i,pacific-matched
hersh2022_pacific,20130190,1+31,pacific-matched
hersh2022_pacific,20130191,1+31,pacific-matched
hersh2022_pacific,20130192,4R2,pacific-matched
hersh2022_pacific,20130193,4R2,pacific-matched
hersh2022_pacific,20130194,4R2,pacific-matched
hersh2022_pacific,20130195,2+3,pacific-matched
hersh2022_pacific,20130196,4R2,pacific-matched
hersh2022_pacific,20130197,5R3,pacific-matched
hersh2022_pacific,20130198,2+3,pacific-matched
hersh2022_pacific,20130199,9-NOISE,discovery-noise
hersh2022_pacific,20130200,9i,pacific-matched
hersh2022_pacific,20130201,8i,pacific-matched
hersh2022_pacific,20130202,8R,pacific-matched
hersh2022_pacific,20130203,6i,pacific-matched
hersh2022_pacific,20130204,2+3,pacific-matched
hersh2022_pacific,20130205,2+3,pacific-matched
hersh2022_pacific,20130206,2+3,pacific-matched
hersh2022_pacific,20130207,5R2,pacific-matched
hersh2022_pacific,20130208,5R2,pacific-matched
hersh2022_pacific,20130209,9i,pacific-matched
hersh2022_pacific,20130211,4R2,pacific-matched
hersh2022_pacific,20130212,4R2,pacific-matched
hersh2022_pacific,20130213,4R2,pacific-matched
hersh2022_pacific,20130214,1+31,pacific-matched
hersh2022_pacific,20130215,1+31,pacific-matched
hersh2022_pacific,20130216,1+31,pacific-matched
hersh2022_pacific,20130217,4R2,pacific-matched
hersh2022_pacific,20130218,1+31,pacific-matched
hersh2022_pacific,20130219,1+31,pacific-matched
hersh2022_pacific,20130220,4R2,pacific-matched
hersh2022_pacific,20130221,4R2,pacific-matched
hersh2022_pacific,20130222,1+31,pacific-matched
hersh2022_pacific,20130223,1+31,pacific-matched
hersh2022_pacific,20130224,4R2,pacific-matched
hersh2022_pacific,20130225,4R2,pacific-matched
hersh2022_pacific,20130226,4R2,pacific-matched
hersh2022_pacific,20130227,1+1+3,pacific-matched
hersh2022_pacific,20130228,4R2,pacific-matched
hersh2022_pacific,20130229,8i,pacific-matched
hersh2022_pacific,20130230,9i,pacific-matched
hersh2022_pacific,20130231,8i,pacific-matched
hersh2022_pacific,20130232,2+3,pacific-matched
hersh2022_pacific,20130233,8i,pacific-matched
hersh2022_pacific,20130234,2+3,pacific-matched
hersh2022_pacific,20130235,8i,pacific-matched
hersh2022_pacific,20130236,4R2,pacific-matched
hersh2022_pacific,20130237,5R2,pacific-matched
hersh2022_pacific,20130238,1+31,pacific-matched
hersh2022_pacific,20130239,5R3,pacific-matched
hersh2022_pacific,20130240,2+3,pacific-matched
hersh2022_pacific,20130242,9i,pacific-matched
hersh2022_pacific,20130243,5R2,pacific-matched
hersh2022_pacific,20130244,9i,pacific-matched
hersh2022_pacific,20130245,5R2,pacific-matched
hersh2022_pacific,20130246,8i,pacific-matched
hersh2022_pacific,20130247,5R2,pacific-matched
hersh2022_pacific,20130248,9i,pacific-matched
hersh2022_pacific,20130249,5R2,pacific-matched
hersh2022_pacific,20130250,9i,pacific-matched
hersh2022_pacific,20130251,5R2,pacific-matched
hersh2022_pacific,20130252,2+3,pacific-matched
hersh2022_pacific,20130253,2+3,pacific-matched
hersh2022_pacific,20130254,5R2,pacific-matched
hersh2022_pacific,20130255,5R2,pacific-matched
hersh2022_pacific,20130256,5R2,pacific-matched
hersh2022_pacific,20130257,5R2,pacific-matched
hersh2022_pacific,20130258,5R2,pacific-matched
hersh2022_pacific,20130259,7RP2,discovery-cluster
hersh2022_pacific,20130260,8i,pacific-matched
hersh2022_pacific,20130261,2+3,pacific-matched
hersh2022_pacific,20130262,2+3,pacific-matched
